"","age","age_old","age_young","co2","type","co2_low","co2_high","co2_range","distribution","proxy_type","reference","xi_co2","omega_co2","alpha_co2"
"317",51.9,52,51.8,1260,"mean",1075,1440,1,"skew_normal","paleosols","Hyland et al., 2013",1203.2470657943,191.400133402408,0.380073940945819
"318",51.8,51.9,51.7,1210,"mean",1030,1400,1,"skew_normal","paleosols","Hyland et al., 2013",1284.19893349272,198.560873170961,-0.48560187939099
"319",51.1,51.2,51,725,"mean",640,800,1,"skew_normal","paleosols","Hyland et al., 2013",680.165766357361,89.8614132714332,0.668281422317561
"320",135.7,145,126.3,924,"mean",462,1847,1,"skew_normal","paleosols","Mortazavi et al., 2013",1777.21047551578,938.276557048167,-1.48809925343975
"321",31.6,35.5,27.7,265,"mean",132,529,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Srivastava et al., 2013",508.425005476421,268.566081254548,-1.479896383973
"322",31.6,35.5,27.7,377,"mean",188,754,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Srivastava et al., 2013",725.283030443445,383.307754819836,-1.48611196358475
"323",253.2,254.2,252.2,1325,"mean",663,2650,1,"skew_normal","paleosols","Gastaldo et al., 2014",2550.68391963316,1346.64944582077,-1.4904312046866
"324",253.2,254.2,252.2,1100,"mean",550,2200,1,"skew_normal","paleosols","Gastaldo et al., 2014",2117.25270589201,1118.06882718711,-1.48947322328285
"325",253.2,254.2,252.2,883,"mean",442,1766,1,"skew_normal","paleosols","Gastaldo et al., 2014",1699.93324057489,897.389040053366,-1.49091100640898
"326",6.4,NA,NA,213,"median",118,376,1,"skew_normal","paleosols","Breecker & Retallack, 2014",353.509847476472,168.513003790888,-1.29385658672693
"327",6.7,NA,NA,283,"median",154,531,1,"skew_normal","paleosols","Breecker & Retallack, 2014",508.724996538119,253.20184492545,-1.43928739129334
"328",6.8,NA,NA,372,"median",227,663,1,"skew_normal","paleosols","Breecker & Retallack, 2014",641.466047562586,295.664588760124,-1.49384096450695
"329",8.8,NA,NA,274,"median",173,476,1,"skew_normal","paleosols","Breecker & Retallack, 2014",460.80458780926,205.318093719815,-1.48947322328285
"330",9.1,NA,NA,197,"median",90,485,1,"skew_normal","paleosols","Breecker & Retallack, 2014",487.625512020374,283.109771898283,-1.87051886754396
"331",12.7,NA,NA,267,"median",131,624,1,"skew_normal","paleosols","Breecker & Retallack, 2014",625.210248282904,351.903199090793,-1.83775976548828
"332",13.7,NA,NA,101,"median",31,272,1,"skew_normal","paleosols","Breecker & Retallack, 2014",269.557321176337,169.910909484523,-1.74454566322934
"333",17.5,NA,NA,261,"median",125,609,1,"skew_normal","paleosols","Breecker & Retallack, 2014",608.071207847991,344.000382588889,-1.80452999813407
"334",17.8,NA,NA,237,"median",73,1017,1,"skew_normal","paleosols","Breecker & Retallack, 2014",1092.78729506213,725.79373755337,-2.67649052187646
"335",18,NA,NA,160,"median",47,694,1,"skew_normal","paleosols","Breecker & Retallack, 2014",745.531541215723,497.152664398695,-2.66658646889597
"336",18.2,NA,NA,274,"median",183,400,1,"skew_normal","paleosols","Breecker & Retallack, 2014",366.645049661094,132.845329348314,-1.00470509396283
"337",23,NA,NA,203,"median",97,493,1,"skew_normal","paleosols","Breecker & Retallack, 2014",496.69261959445,284.569876711369,-1.89193678204868
"338",100.8,NA,NA,763,"mean",382,1526,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1468.96019627743,775.417884672058,-1.49113727881098
"339",102.4,NA,NA,621,"mean",310,1242,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1194.92830425282,631.315811297917,-1.48743160494133
"340",103.1,NA,NA,792,"mean",396,1584,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1524.42194824225,805.009555574721,-1.48947322328285
"341",103.3,NA,NA,1052,"mean",526,2104,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2024.86349690763,1069.28036927349,-1.48947322328285
"342",104.6,NA,NA,1246,"mean",623,2493,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2399.55144924375,1267.36819890196,-1.4904911502938
"343",104.7,NA,NA,1139,"mean",570,2278,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2192.67571970363,1157.59416407161,-1.49058771204729
"344",104.8,NA,NA,1254,"mean",627,2509,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2414.94965136808,1275.49960885842,-1.49048465896
"345",106.1,NA,NA,1399,"mean",700,2798,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2693.11728838033,1421.86498747986,-1.490380514428
"346",106.4,NA,NA,1474,"mean",737,2949,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2838.40082138834,1499.11390979432,-1.49033497150921
"347",106.5,NA,NA,1679,"mean",840,3358,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",3232.05435541049,1706.46433240305,-1.49022916463543
"348",106.6,NA,NA,1497,"mean",748,2994,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2881.03148397491,1521.70522433361,-1.48862590601144
"349",106.9,NA,NA,1496,"mean",748,2992,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2879.46368001313,1520.57360497447,-1.48947322328285
"350",107.8,NA,NA,1201,"mean",600,2402,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2311.29800835313,1220.84305739723,-1.48841716085945
"351",108.8,NA,NA,1015,"mean",508,2030,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1954.00358334095,1031.55730807917,-1.49072393267046
"352",110.3,NA,NA,1065,"mean",532,2130,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2049.52856983839,1082.60908697763,-1.4882823646179
"353",111.1,NA,NA,1637,"mean",818,3274,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",3150.5000171944,1664.00489664963,-1.48869834869563
"354",111.5,NA,NA,1966,"mean",983,3933,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",3785.38962001399,1999.19508507443,-1.4901184550246
"355",111.8,NA,NA,1880,"mean",940,3760,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",3618.57735188816,1910.88126828343,-1.48947322328285
"356",112.3,NA,NA,1829,"mean",914,3658,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",3520.0568610058,1859.15873212195,-1.48877966952318
"357",112.7,NA,NA,1419,"mean",710,2838,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2731.61279335951,1442.19351221006,-1.49036772221952
"358",113.8,NA,NA,1295,"mean",648,2590,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2492.94066187359,1316.15665858435,-1.49045340577758
"359",114.8,NA,NA,1514,"mean",757,3029,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2915.3912168055,1539.7704306947,-1.49031102260652
"360",114.9,NA,NA,1426,"mean",713,2853,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2746.01099534148,1450.32492209743,-1.49036270577228
"361",115.3,NA,NA,1367,"mean",684,2734,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2631.52448033848,1389.33934787505,-1.490401760818
"362",116.1,NA,NA,1666,"mean",833,3331,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",3205.39372369669,1692.46483104419,-1.488711375759
"363",117.8,NA,NA,1364,"mean",682,2728,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2625.39335530609,1386.40534571202,-1.48947322328285
"364",123.3,NA,NA,736,"mean",368,1472,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1416.63453776047,748.089688008832,-1.48947322328285
"365",123.6,NA,NA,607,"mean",304,1214,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1168.69522579209,616.855376414124,-1.49156529253044
"366",123.7,NA,NA,824,"mean",412,1648,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1586.01475423183,837.535194183801,-1.48947322328285
"367",123.8,NA,NA,1018,"mean",509,2035,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1958.13935541071,1033.8206264252,-1.48822618614551
"368",126.4,NA,NA,1065,"mean",532,2130,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2049.52856983839,1082.60908697763,-1.4882823646179
"369",126.6,NA,NA,1510,"mean",755,3019,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2905.12878687332,1533.90233912828,-1.48863264191851
"370",127.5,NA,NA,1704,"mean",852,3408,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",3279.81691894544,1731.99025593349,-1.48947322328285
"371",129.8,NA,NA,940,"mean",470,1880,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1809.28867594408,955.440634141714,-1.48947322328285
"372",130.2,NA,NA,1023,"mean",512,2046,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1969.40178578312,1039.68871818988,-1.490714147224
"373",130.8,NA,NA,842,"mean",421,1685,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1621.94222649947,856.731988594749,-1.49097926865241
"374",131.3,NA,NA,1910,"mean",955,3819,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",3675.03887879299,1940.47283000873,-1.48880872660129
"375",132,NA,NA,2562,"mean",1281,5123,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",4929.99231720415,2603.1827246082,-1.48897786692322
"376",201.5,NA,NA,710,"mean",449,971,1,"normal","paleosols","Schaller et al., 2015",710.692043581445,262.455466041363,-0.00330475809137616
"377",201.8,NA,NA,1189.6,"mean",730,1650,1,"normal","paleosols","Schaller et al., 2015",1244.29365448975,465.741180681226,-0.147691236969006
"378",201.8,NA,NA,1494.733333,"mean",911,2078,1,"normal","paleosols","Schaller et al., 2015",1441.36019771704,589.154224844008,0.11377492567946
"379",201.9,NA,NA,1502,"mean",917,2087,1,"normal","paleosols","Schaller et al., 2015",1503.94671683297,588.263427751657,-0.00414756921393507
"380",202.1,NA,NA,1508.866667,"mean",925,2092,1,"normal","paleosols","Schaller et al., 2015",1446.70789820318,589.998356586501,0.132409763233132
"381",202.6,NA,NA,1064.533333,"mean",662,1467,1,"normal","paleosols","Schaller et al., 2015",1048.54776647897,405.056005374086,0.0494421578929711
"382",202.8,NA,NA,1613.266667,"mean",982,2244,1,"normal","paleosols","Schaller et al., 2015",1554.46459429739,637.211965970142,0.115903139145323
"383",203.3,NA,NA,1486.8,"mean",907,2066,1,"normal","paleosols","Schaller et al., 2015",1428.97543235815,585.563305794611,0.124068016131965
"384",203.5,NA,NA,1297.866667,"mean",801,1795,1,"normal","paleosols","Schaller et al., 2015",1337.61839329534,501.338144362452,-0.0995334072867189
"385",203.9,NA,NA,1942.533333,"mean",1155,2730,1,"normal","paleosols","Schaller et al., 2015",1942.23924323335,791.888777946493,0.000430285831547795
"386",204.1,NA,NA,1021.333333,"mean",632,1411,1,"normal","paleosols","Schaller et al., 2015",1057.78268981171,393.348332578588,-0.116387620088427
"387",204.4,NA,NA,1854.466667,"mean",1122,2586,1,"normal","paleosols","Schaller et al., 2015",1776.10769623063,740.191506233258,0.133053030391542
"388",204.6,NA,NA,1427.133333,"mean",872,1983,1,"normal","paleosols","Schaller et al., 2015",1487.30059387017,561.789446527869,-0.134615650849674
"389",204.6,NA,NA,1973.333333,"mean",1252,2695,1,"normal","paleosols","Schaller et al., 2015",2028.21470014098,727.581706138156,-0.0946720358564491
"390",204.7,NA,NA,2023.8,"mean",1270,2778,1,"normal","paleosols","Schaller et al., 2015",2083.87832090642,760.563506170519,-0.0991564041802544
"391",205.9,NA,NA,2157.866667,"mean",1351,2965,1,"normal","paleosols","Schaller et al., 2015",2212.72588302773,813.341036053291,-0.0846313674245113
"392",205.9,NA,NA,2103.866667,"mean",1317,2891,1,"normal","paleosols","Schaller et al., 2015",2157.81818780573,793.214208213182,-0.0853445931541196
"393",207.2,NA,NA,1962.8,"mean",1246,2680,1,"normal","paleosols","Schaller et al., 2015",2020.90385462344,723.317993542081,-0.100841049225128
"394",207.3,NA,NA,2275.6,"mean",1405,3146,1,"normal","paleosols","Schaller et al., 2015",2223.20628416178,876.912200552833,0.0749498832751114
"395",207.5,NA,NA,2723.733333,"mean",1657,3790,1,"normal","paleosols","Schaller et al., 2015",2644.07506653085,1075.38146931887,0.0929661413242899
"396",207.8,NA,NA,2505.333333,"mean",1539,3472,1,"normal","paleosols","Schaller et al., 2015",2571.98433892204,974.15818745497,-0.0858511286894387
"397",207.9,NA,NA,2508.4,"mean",1519,3497,1,"normal","paleosols","Schaller et al., 2015",2417.58928238586,998.61450033449,0.114208620939261
"398",208.1,NA,NA,2953.133333,"mean",1575,4331,1,"normal","paleosols","Schaller et al., 2015",2874.82435359745,1387.88340038535,0.0707724858408428
"399",208.3,NA,NA,2953.133333,"mean",1764,4142,1,"normal","paleosols","Schaller et al., 2015",2882.14521749296,1197.72430642482,0.0743482000865709
"400",208.4,NA,NA,2831.733333,"mean",1713,3950,1,"normal","paleosols","Schaller et al., 2015",2749.51480094341,1127.71829375017,0.0914970126976041
"401",209.2,NA,NA,3191.066667,"mean",1878,4504,1,"normal","paleosols","Schaller et al., 2015",3130.92306125226,1321.68359195783,0.0570619807740773
"402",210,NA,NA,2756,"mean",1664,3848,1,"normal","paleosols","Schaller et al., 2015",2760.2723258799,1098.09402824427,-0.00487628177212356
"403",210.3,NA,NA,2295.533333,"mean",1437,3154,1,"normal","paleosols","Schaller et al., 2015",2259.57982511371,864.031459317655,0.052174672560832
"404",210.8,NA,NA,2605.6,"mean",1579,3632,1,"normal","paleosols","Schaller et al., 2015",2547.13320743955,1033.86980021907,0.0709334137788668
"405",211.6,NA,NA,1623.4,"mean",1047,2200,1,"normal","paleosols","Schaller et al., 2015",1663.23455023906,581.073291410686,-0.0860200701294193
"406",211.6,NA,NA,2236.6,"mean",1367,3106,1,"normal","paleosols","Schaller et al., 2015",2184.24633136831,875.90602931449,0.074978677317858
"407",211.9,NA,NA,1942.266667,"mean",1220,2664,1,"normal","paleosols","Schaller et al., 2015",1877.96708237872,728.843054560368,0.110784949933324
"408",213.1,NA,NA,2635.6,"mean",1574,3697,1,"normal","paleosols","Schaller et al., 2015",2575.81417497734,1069.08339757554,0.0701433318062988
"409",215,NA,NA,3194.333333,"mean",1873,4516,1,"normal","paleosols","Schaller et al., 2015",3276.39764710985,1331.38646726437,-0.0773255534821788
"410",215,NA,NA,3087.8,"mean",1803,4373,1,"normal","paleosols","Schaller et al., 2015",3173.42237133313,1294.98239007916,-0.0829580422190435
"411",215.1,NA,NA,3123.2,"mean",1826,4420,1,"normal","paleosols","Schaller et al., 2015",3037.04679099213,1307.05802591298,0.0827006179338377
"412",215.2,NA,NA,3722.4,"mean",2095,5350,1,"normal","paleosols","Schaller et al., 2015",3801.8566580253,1638.49314120472,-0.0608136516217329
"413",215.3,NA,NA,3395.733333,"mean",1939,4853,1,"normal","paleosols","Schaller et al., 2015",3498.23580909559,1468.68338018219,-0.0875781193245637
"414",215.4,NA,NA,3218.066667,"mean",1867,4569,1,"normal","paleosols","Schaller et al., 2015",3212.13467385139,1358.5415356726,0.00543174253368385
"415",215.6,NA,NA,3113.6,"mean",1808,4419,1,"normal","paleosols","Schaller et al., 2015",3044.98834778481,1314.5623346459,0.0654594882245957
"416",215.6,NA,NA,3132.333333,"mean",1844,4420,1,"normal","paleosols","Schaller et al., 2015",3030.55144358905,1299.14626651772,0.0983421828974364
"417",215.7,NA,NA,3240.6,"mean",1884,4597,1,"normal","paleosols","Schaller et al., 2015",3170.2157868222,1365.86953719337,0.0646270717905286
"418",216,NA,NA,2470.2,"mean",1505,3436,1,"normal","paleosols","Schaller et al., 2015",2551.33017428704,974.240797577473,-0.104551502138953
"419",216.2,NA,NA,2767,"mean",1582,3952,1,"normal","paleosols","Schaller et al., 2015",2771.6818584169,1191.61320411765,-0.0049243301914502
"420",218.2,NA,NA,3183.266667,"mean",1806,4561,1,"normal","paleosols","Schaller et al., 2015",3277.69325588798,1388.37645361276,-0.085339443610938
"421",218.8,NA,NA,2798.666667,"mean",1647,3950,1,"normal","paleosols","Schaller et al., 2015",2723.78330576361,1160.32591506119,0.0809688527144621
"422",222,NA,NA,2732.066667,"mean",1636,3828,1,"normal","paleosols","Schaller et al., 2015",2678.73854788676,1103.39438798608,0.0606092901725565
"423",222.3,NA,NA,2324.933333,"mean",1413,3237,1,"normal","paleosols","Schaller et al., 2015",2372.12062392577,918.292489673332,-0.06444523773488
"424",222.4,NA,NA,3022.666667,"mean",1756,4290,1,"normal","paleosols","Schaller et al., 2015",3123.34327598377,1278.007529773,-0.0988848882580836
"425",223.2,NA,NA,2627.333333,"mean",1596,3658,1,"normal","paleosols","Schaller et al., 2015",2539.53478663695,1040.43001161393,0.105951946449707
"426",224.3,NA,NA,3042.066667,"mean",1805,4279,1,"normal","paleosols","Schaller et al., 2015",2984.26392362096,1245.23315240359,0.0582092212756009
"427",225.8,NA,NA,2547.466667,"mean",1537,3558,1,"normal","paleosols","Schaller et al., 2015",2587.54324242902,1016.92027629045,-0.049411988276837
"428",226.2,NA,NA,3302.4,"mean",1906,4699,1,"normal","paleosols","Schaller et al., 2015",3374.15895114136,1406.11008039758,-0.0640029005552468
"429",226.6,NA,NA,3182.6,"mean",1875,4491,1,"normal","paleosols","Schaller et al., 2015",3291.92343895038,1319.79344253677,-0.103995251155433
"430",227.1,NA,NA,3568.133333,"mean",2055,5081,1,"normal","paleosols","Schaller et al., 2015",3563.7850261608,1521.43733353514,0.00350903565346969
"431",229.3,NA,NA,3319.733333,"mean",1936,4704,1,"normal","paleosols","Schaller et al., 2015",3418.79284894473,1395.2159720534,-0.0890969222629728
"432",229.7,NA,NA,2445.6,"mean",1505,3387,1,"normal","paleosols","Schaller et al., 2015",2533.46278712268,950.279438088106,-0.116129819213499
"433",231,NA,NA,2516.4,"mean",1541,3492,1,"normal","paleosols","Schaller et al., 2015",2572.91758435039,982.55778796873,-0.0721514323383205
"434",231.4,NA,NA,3230.866667,"mean",1900,4562,1,"normal","paleosols","Schaller et al., 2015",3307.38817553869,1340.59611202113,-0.0715977778861537
"435",232,NA,NA,2142.8,"mean",1335,2950,1,"normal","paleosols","Schaller et al., 2015",2070.74397668666,815.16576027828,0.11100289531735
"436",232.2,NA,NA,2884.2,"mean",1724,4045,1,"normal","paleosols","Schaller et al., 2015",2975.87195384689,1170.5402228807,-0.0983053223422475
"437",100,NA,NA,746,"mean",373,1492,1,"skew_normal","paleosols","Ludvigson et al., 2015",1435.88228963222,758.253950074169,-1.48947322328285
"438",102.5,NA,NA,886,"mean",443,1772,1,"skew_normal","paleosols","Ludvigson et al., 2015",1705.35081583665,900.553618988892,-1.48947322328285
"439",111.5,NA,NA,996,"mean",498,1992,1,"skew_normal","paleosols","Ludvigson et al., 2015",1917.07608642585,1012.3605017076,-1.48947322328285
"440",113.5,NA,NA,1335,"mean",668,2670,1,"skew_normal","paleosols","Ludvigson et al., 2015",2569.93167219827,1356.81370822252,-1.49042402613882
"441",115.5,NA,NA,986,"mean",493,1972,1,"skew_normal","paleosols","Ludvigson et al., 2015",1897.82833455411,1002.19623964227,-1.48947322328285
"442",116,NA,NA,1071,"mean",536,2142,1,"skew_normal","paleosols","Ludvigson et al., 2015",2061.79100013981,1088.47717871034,-1.49065850590742
"443",116.5,NA,NA,1190,"mean",595,2380,1,"skew_normal","paleosols","Ludvigson et al., 2015",2290.48247273772,1209.54718577515,-1.48947322328285
"444",119.4,NA,NA,1179,"mean",590,2358,1,"skew_normal","paleosols","Ludvigson et al., 2015",2269.66673084355,1198.25121410542,-1.49054988486754
"445",1,NA,NA,244,"mean",153,403,1,"skew_normal","paleosols","Da et al., 2015",382.394609819769,164.058029286647,-1.317265494268
"446",1.1,NA,NA,214,"mean",134,353,1,"skew_normal","paleosols","Da et al., 2015",334.631805542019,143.508209962189,-1.31006438606858
"447",1.2,NA,NA,335,"mean",210,552,1,"skew_normal","paleosols","Da et al., 2015",523.23851680513,224.058773442504,-1.30895251302019
"448",1.2,NA,NA,217,"mean",136,357,1,"skew_normal","paleosols","Da et al., 2015",338.160906341226,144.62207866871,-1.30329739364432
"449",1.2,NA,NA,193,"mean",121,319,1,"skew_normal","paleosols","Da et al., 2015",302.760837041423,129.986219848055,-1.31928526741542
"450",1.3,NA,NA,141,"mean",88,233,1,"skew_normal","paleosols","Da et al., 2015",220.80251926755,94.9935462733725,-1.30884056209621
"451",1.3,NA,NA,157,"mean",98,258,1,"skew_normal","paleosols","Da et al., 2015",243.955593050575,104.441463506159,-1.29089955336492
"452",1.3,NA,NA,196,"mean",123,324,1,"skew_normal","paleosols","Da et al., 2015",307.616012627265,132.021617982538,-1.32179776616861
"453",1.4,NA,NA,194,"mean",122,321,1,"skew_normal","paleosols","Da et al., 2015",305.082559227235,130.905848636948,-1.3294388135057
"454",1.4,NA,NA,192,"mean",120,317,1,"skew_normal","paleosols","Da et al., 2015",300.435997293029,129.065227062831,-1.30903491381567
"455",1.4,NA,NA,192,"mean",120,316,1,"skew_normal","paleosols","Da et al., 2015",299.107917784883,128.142826009604,-1.29868488745468
"456",1.4,NA,NA,194,"mean",121,320,1,"skew_normal","paleosols","Da et al., 2015",302.964772775271,130.178954657406,-1.30153059362597
"457",1.5,NA,NA,239,"mean",150,394,1,"skew_normal","paleosols","Da et al., 2015",373.683429640781,159.986870645393,-1.31307768116348
"458",1.5,NA,NA,210,"mean",132,347,1,"skew_normal","paleosols","Da et al., 2015",329.568846478386,141.278400026719,-1.32398338045611
"459",1.5,NA,NA,303,"mean",190,500,1,"skew_normal","paleosols","Da et al., 2015",474.270528049938,203.315677263138,-1.31439911843463
"460",1.6,NA,NA,282,"mean",177,465,1,"skew_normal","paleosols","Da et al., 2015",441.07483638898,188.872745128752,-1.31402592542987
"461",1.6,NA,NA,230,"mean",144,380,1,"skew_normal","paleosols","Da et al., 2015",360.441263498925,154.801022999136,-1.3150063636862
"462",1.6,NA,NA,247,"mean",154,407,1,"skew_normal","paleosols","Da et al., 2015",385.126067222553,165.363947852712,-1.29734198608258
"463",1.6,NA,NA,207,"mean",130,342,1,"skew_normal","paleosols","Da et al., 2015",324.713841867812,139.243076813407,-1.32166739100595
"464",1.7,NA,NA,239,"mean",150,394,1,"skew_normal","paleosols","Da et al., 2015",373.683429640781,159.986870645393,-1.31307768116348
"465",1.8,NA,NA,230,"mean",144,379,1,"skew_normal","paleosols","Da et al., 2015",359.115346814405,153.879560948251,-1.30639683749112
"466",1.9,NA,NA,307,"mean",192,507,1,"skew_normal","paleosols","Da et al., 2015",480.65683164928,206.46582678939,-1.31127162927753
"467",1.9,NA,NA,252,"mean",158,415,1,"skew_normal","paleosols","Da et al., 2015",393.311253058296,168.322586423661,-1.30749980887441
"468",2.1,NA,NA,299,"mean",187,494,1,"skew_normal","paleosols","Da et al., 2015",468.414808528833,201.280041473883,-1.31270704464234
"469",2.1,NA,NA,300,"mean",188,495,1,"skew_normal","paleosols","Da et al., 2015",469.414808528833,201.280041473883,-1.31270704464234
"470",2.1,NA,NA,278,"mean",174,458,1,"skew_normal","paleosols","Da et al., 2015",433.89251568303,185.915349496839,-1.30506609112648
"471",2.2,NA,NA,338,"mean",212,557,1,"skew_normal","paleosols","Da et al., 2015",528.094547202097,226.094544594286,-1.31050528411574
"472",2.3,NA,NA,387,"mean",243,639,1,"skew_normal","paleosols","Da et al., 2015",606.521674082847,259.97243969611,-1.31928526741542
"473",2.3,NA,NA,342,"mean",214,564,1,"skew_normal","paleosols","Da et al., 2015",534.480297081481,229.244453115219,-1.30774667166401
"474",2.3,NA,NA,405,"mean",254,669,1,"skew_normal","paleosols","Da et al., 2015",634.862004768324,272.379892604045,-1.31806850797283
