age,age_old,age_young,co2,type,co2_low,co2_high,co2_range,distribution,proxy_type,reference,xi_co2,omega_co2,alpha_co2
131.4,132,130.8,620,mean,590,1270,1,skew_normal,stomata,"Haworth et al., 2005",1376.333543,559.6394981,-5.750151717
133,133.9,132,650,mean,500,1300,1,skew_normal,stomata,"Haworth et al., 2005",1356.542186,609.6143812,-2.534935601
139.5,145,133.9,1442,mean,961,1923,1,skew_normal,stomata,"Sun et al., 2007",1441.010242,483.6816268,0.002564664
139.5,145,133.9,1228,mean,819,1638,1,skew_normal,stomata,"Sun et al., 2007",1282.635413,415.3283555,-0.165588283
139.5,145,133.9,1151,mean,767,1534,1,skew_normal,stomata,"Sun et al., 2007",1098.678402,389.1065707,0.169295116
168,168.3,167.7,1031,mean,687,1375,1,skew_normal,stomata,"Sun et al., 2007",1031.739699,345.9179037,-0.00268005
168,168.3,167.7,926,mean,618,1235,1,skew_normal,stomata,"Sun et al., 2007",971.3314907,313.4452082,-0.182213763
172.2,174.1,170.3,896,mean,597,1195,1,skew_normal,stomata,"Sun et al., 2007",895.4550465,300.6668217,0.002271615
186.8,190.8,182.7,942,mean,628,1256,1,skew_normal,stomata,"Sun et al., 2007",941.2752987,315.7507546,0.002876577
25.6,28.1,23,588,mean,412,971,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",952.9545242,385.5716412,-1.596642052
22.1,23.6,20.6,333,mean,233,550,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",539.5850317,218.5272729,-1.593050435
20,20.3,19.7,332,mean,233,548,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",537.9975012,217.3857963,-1.599959217
19,19.5,18.5,397,mean,278,654,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",641.2808658,258.9495183,-1.586979168
19,19.2,18.8,459,mean,321,757,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",742.2411735,300.2643869,-1.586835768
17.6,18,17.2,374,mean,262,617,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",605.3246735,244.7148494,-1.592841107
17.6,18,17.2,341,mean,239,563,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",552.550809,223.4867051,-1.596837402
17.6,18,17.2,388,mean,272,641,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",629.2559872,254.6335897,-1.599502156
17,17.5,16.4,393,mean,275,649,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",636.6944941,257.8086375,-1.592752399
16.8,17.2,16.4,425,mean,297,701,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",687.2030724,278.1437415,-1.584967938
16.5,17.5,15.5,393,mean,275,649,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",636.6944941,257.8086375,-1.592752399
15.8,16,15.6,564,median,414,701,1,skew_normal,stomata,"Kôrschner et al., 2008 (updated by Beerling et al., 2009)",493.5102513,157.9647137,0.589385381
15.7,16.4,15,555,median,426,695,1,skew_normal,stomata,"Kôrschner et al., 2008 (updated by Beerling et al., 2009)",618.4183796,147.2226501,-0.566818439
15.7,16.4,15,552,median,416,693,1,skew_normal,stomata,"Kôrschner et al., 2008 (updated by Beerling et al., 2009)",599.6896135,146.4540422,-0.419383442
15.7,16.4,15,449,mean,314,741,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",726.6886665,294.1638898,-1.588919952
13.9,14.3,13.5,287,median,262,301,1,skew_normal,stomata,"Kôrschner et al., 2008 (updated by Beerling et al., 2009)",264.997925,25.73439645,1.34520532
13.9,14.3,13.5,293,mean,205,483,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",473.5808937,191.4470616,-1.586641828
11.6,12.2,11,332,mean,233,548,1,skew_normal; reported distribution is normal,stomata,"Kôrschner et al., 2008",537.9975012,217.3857963,-1.599959217
72.5,83.6,72.1,559,mean,497,819,1,skew_normal,stomata,"Quan et al., 2009",840.6044317,244.5495377,-2.486104343
73.1,83.6,72.1,568,mean,508,836,1,skew_normal,stomata,"Quan et al., 2009",860.237689,250.6923587,-2.580537052
73.7,83.6,72.1,572,mean,491,938,1,skew_normal,stomata,"Quan et al., 2009",971.5685949,342.0269169,-2.598025136
74.7,83.6,72.1,589,mean,506,1020,1,skew_normal,stomata,"Quan et al., 2009",1065.549527,398.2363982,-2.814211433
75.4,83.6,72.1,593,mean,520,979,1,skew_normal,stomata,"Quan et al., 2009",1020.425872,356.157444,-2.843126942
75.9,83.6,72.1,695,mean,559,3251,1,skew_normal,stomata,"Quan et al., 2009",3664.289564,2210.057944,-5.393886197
78.1,83.6,72.1,568,mean,475,984,1,skew_normal,stomata,"Quan et al., 2009",1021.68963,389.0864084,-2.582720343
79.9,83.6,72.1,582,mean,497,1001,1,skew_normal,stomata,"Quan et al., 2009",1043.21602,388.747354,-2.732108578
81.5,83.6,72.1,585,mean,483,1105,1,skew_normal,stomata,"Quan et al., 2009",1159.068638,481.1642882,-2.785000134
121,123,119,867,mean,578,1156,1,skew_normal,stomata,"Passalia, 2009",867.8540637,290.6118531,-0.003683318
121,123,119,837,mean,558,1116,1,skew_normal,stomata,"Passalia, 2009",837.6465962,280.5556129,-0.002888521
121,123,119,784,mean,523,1046,1,skew_normal,stomata,"Passalia, 2009",824.660196,266.0098309,-0.192700724
121,123,119,573,mean,382,764,1,skew_normal,stomata,"Passalia, 2009",572.4942198,192.0651095,0.003300465
121,123,119,1060,mean,707,1413,1,skew_normal,stomata,"Passalia, 2009",1058.833566,354.9691867,0.004118436
121,123,119,1060,mean,707,1413,1,skew_normal,stomata,"Passalia, 2009",1060.891131,354.9683885,-0.003146394
121,123,119,867,mean,578,1156,1,skew_normal,stomata,"Passalia, 2009",867.8093815,290.6117251,-0.003490616
121,123,119,593,mean,395,791,1,skew_normal,stomata,"Passalia, 2009",592.4617312,199.1041821,0.003388292
121,123,119,908,mean,605,1211,1,skew_normal,stomata,"Passalia, 2009",908.7882361,304.6896394,-0.003242353
121,123,119,782,mean,521,1043,1,skew_normal,stomata,"Passalia, 2009",782.3585192,262.4547986,-0.001712058
121,123,119,734,mean,489,979,1,skew_normal,stomata,"Passalia, 2009",733.4636441,246.3659696,0.002728561
121,123,119,769,mean,513,1026,1,skew_normal,stomata,"Passalia, 2009",809.1474037,260.9623217,-0.193965562
101.8,103,100.5,974,mean,649,1298,1,skew_normal,stomata,"Passalia, 2009",927.133594,329.5893674,0.179124465
101.8,103,100.5,852,mean,568,1136,1,skew_normal,stomata,"Passalia, 2009",852.6385138,285.5834466,-0.002802196
101.8,103,100.5,917,mean,612,1223,1,skew_normal,stomata,"Passalia, 2009",962.0407688,310.4179677,-0.182817102
101.8,103,100.5,954,mean,636,1272,1,skew_normal,stomata,"Passalia, 2009",953.1938072,319.7732311,0.003159792
3.9,4.2,3.6,355,mean,249,586,1,skew_normal,stomata,"Retallack, 2009a",575.2184933,232.5132562,-1.598458102
12,12.3,11.6,468,mean,328,773,1,skew_normal,stomata,"Retallack, 2009a",758.7354381,307.0088289,-1.59806468
34.5,35,33.9,672,mean,448,896,1,skew_normal,stomata,"Retallack, 2009a",672.4810176,225.2488662,-0.002676452
35.5,36,35,746,mean,497,995,1,skew_normal,stomata,"Retallack, 2009a",745.3995594,250.3883977,0.003005504
46.4,47.8,45,908,mean,605,1210,1,skew_normal,stomata,"Retallack, 2009a",863.2509063,307.3906579,0.183428481
118,123,113,893,mean,595,1190,1,skew_normal,stomata,"Retallack, 2009a",848.7391841,302.3449846,0.184465831
124.7,126.3,123,1008,mean,672,1344,1,skew_normal,stomata,"Retallack, 2009a",1008.787702,337.873447,-0.002921927
127.9,129.5,126.3,592,mean,395,789,1,skew_normal,stomata,"Retallack, 2009a",591.4576521,198.098624,0.003431298
142,143,141,813,mean,542,1084,1,skew_normal,stomata,"Retallack, 2009a",812.4166915,272.510908,0.002682721
142,143,141,736,mean,491,981,1,skew_normal,stomata,"Retallack, 2009a",736.5460225,246.3659907,-0.002777736
143.5,145,142,972,mean,648,1296,1,skew_normal,stomata,"Retallack, 2009a",971.2356449,325.8065494,0.002940335
148,149,147,736,mean,491,981,1,skew_normal,stomata,"Retallack, 2009a",735.2396028,246.3665591,0.003868311
153.4,154.7,152.1,939,mean,626,1252,1,skew_normal,stomata,"Retallack, 2009a",939.8088582,314.7453891,-0.003220881
203.2,205,201.3,908,mean,605,1210,1,skew_normal,stomata,"Retallack, 2009a",863.2509063,307.3906579,0.183428481
230.5,233,228,813,mean,542,1084,1,skew_normal,stomata,"Retallack, 2009a",813.7680003,272.5113657,-0.003532147
233.8,237,230.5,789,mean,526,1052,1,skew_normal,stomata,"Retallack, 2009a",788.1912963,264.4669362,0.003832486
233.8,237,230.5,825,mean,550,1100,1,skew_normal,stomata,"Retallack, 2009a",824.3218056,276.5334074,0.003073748
168.8,174.1,163.5,1422,mean,948,1896,1,skew_normal,stomata,"Yan et al., 2009",1420.961628,476.6427342,0.002730367
168.8,174.1,163.5,1373,mean,915,1830,1,skew_normal,stomata,"Yan et al., 2009",1314.217478,463.7296482,0.159512571
168.8,174.1,163.5,1296,mean,864,1728,1,skew_normal,stomata,"Yan et al., 2009",1294.778258,434.409255,0.003524865
168.8,174.1,163.5,1188,mean,792,1584,1,skew_normal,stomata,"Yan et al., 2009",1188.950931,398.2080446,-0.002992956
168.8,174.1,163.5,1134,mean,756,1512,1,skew_normal,stomata,"Yan et al., 2009",1135.034692,380.1080029,-0.003411661
94.5,NA,NA,366,mean,256,603,1,skew_normal,stomata,"Barclay et al., 2010",591.0935161,238.8623288,-1.583962609
94.4,NA,NA,381,mean,267,628,1,skew_normal,stomata,"Barclay et al., 2010",616.0265476,248.7819515,-1.591095455
94.3,NA,NA,384,mean,269,634,1,skew_normal,stomata,"Barclay et al., 2010",622.1415251,251.7079032,-1.595341834
94.3,NA,NA,410,mean,287,676,1,skew_normal,stomata,"Barclay et al., 2010",662.9490219,267.9763119,-1.588707522
94.2,NA,NA,444,mean,311,733,1,skew_normal,stomata,"Barclay et al., 2010",719.2510157,290.9892824,-1.59476791
94.1,NA,NA,457,mean,320,753,1,skew_normal,stomata,"Barclay et al., 2010",738.3903547,298.2308965,-1.587520708
94.1,NA,NA,360,mean,252,595,1,skew_normal,stomata,"Barclay et al., 2010",583.920651,236.5805042,-1.596519039
94.1,NA,NA,446,mean,313,737,1,skew_normal,stomata,"Barclay et al., 2010",723.7772764,292.7731464,-1.603541693
94.1,NA,NA,396,mean,277,654,1,skew_normal,stomata,"Barclay et al., 2010",641.5454404,259.8421933,-1.591917217
94.1,NA,NA,448,mean,314,740,1,skew_normal,stomata,"Barclay et al., 2010",726.3655813,293.9150222,-1.598375904
94.1,NA,NA,508,mean,355,838,1,skew_normal,stomata,"Barclay et al., 2010",821.5332249,332.5524105,-1.585329148
94,NA,NA,485,mean,340,801,1,skew_normal,stomata,"Barclay et al., 2010",786.2541958,318.0690012,-1.598496082
94,NA,NA,425,mean,297,701,1,skew_normal,stomata,"Barclay et al., 2010",687.2030724,278.1437415,-1.584967938
94,NA,NA,466,mean,326,769,1,skew_normal,stomata,"Barclay et al., 2010",754.2076162,305.2241609,-1.589697318
94,NA,NA,370,mean,259,610,1,skew_normal,stomata,"Barclay et al., 2010",598.2093756,241.788733,-1.588449115
93.9,NA,NA,431,mean,302,711,1,skew_normal,stomata,"Barclay et al., 2010",697.5831717,281.962649,-1.593368421
93.9,NA,NA,436,mean,305,720,1,skew_normal,stomata,"Barclay et al., 2010",706.2850779,286.0297676,-1.591841962
203.7,206,201.3,2200,mean,1650,2750,1,skew_normal,stomata,"Bonis et al., 2010",2201.507943,553.0672071,-0.003417188
201.1,201.3,200.8,1320,mean,880,1760,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1321.091434,442.4534675,-0.003091658
201.1,201.3,200.8,1140,mean,760,1520,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1138.745465,382.1198,0.004114774
201.1,201.3,200.8,2792,mean,1861,3722,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",2697.976992,940.350206,0.125629791
201.3,201.8,200.8,2152,mean,1435,2869,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",2154.044405,720.9987416,-0.003553813
201.6,201.8,201.3,1445,mean,964,1927,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1505.801301,487.9267977,-0.156787219
201.6,201.8,201.3,1092,mean,728,1456,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1091.130793,366.029605,0.002976244
201.6,201.8,201.3,1195,mean,797,1593,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1193.846042,400.2197185,0.003613711
201.6,201.8,201.3,1236,mean,824,1648,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1236.928938,414.2971185,-0.002810191
201.6,201.8,201.3,1113,mean,742,1484,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1112.241271,373.0683557,0.002548937
201.1,201.3,200.8,1469,mean,979,1958,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1407.533276,495.9920445,0.155919053
201.3,201.8,200.8,1604,mean,1069,2139,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1605.122043,537.9827266,-0.00261398
201.6,201.8,201.3,1761,mean,1174,2348,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1758.402149,590.2770683,0.005515986
201.6,201.8,201.3,1600,mean,1067,2133,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1601.24992,535.9718676,-0.002922817
201.6,201.8,201.3,1459,mean,973,1946,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1520.217618,492.9676036,-0.156242365
201.6,201.8,201.3,881,mean,587,1174,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",837.1317784,298.3083017,0.185312788
201.6,201.8,201.3,1206,mean,804,1608,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1205.05389,404.2414542,0.00293334
201.6,201.8,201.3,1122,mean,748,1497,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1173.508575,380.0289897,-0.170657956
3.1,3.6,2.6,357,median,333,376,1,skew_normal; reported distribution is normal,stomata,"Stults et al., 2011",341.2268199,25.42060123,0.865411877
8.5,11.6,5.3,360,mean,252,594,1,skew_normal; reported distribution is normal,stomata,"Stults et al., 2011",582.6567293,235.6881646,-1.591095455
47.4,48,46.8,943,mean,853,1033,1,skew_normal,stomata,"Grein et al., 2011",942.6500429,90.50224678,0.004846404
85,86.3,83.6,660,mean,542,1896,1,skew_normal,stomata,"Wan et al., 2011",2078.364856,1093.442426,-4.081050711
85,86.3,83.6,531,mean,473,733,1,skew_normal,stomata,"Wan et al., 2011",744.6131519,193.3223419,-2.218878445
85,86.3,83.6,565,mean,512,795,1,skew_normal,stomata,"Wan et al., 2011",815.0459543,215.6824826,-2.537107583
35.9,37.8,33.9,450,mean,259,640,1,skew_normal,stomata,"Roth-Nebelsick et al., 2012",416.9739066,194.3072104,0.214579245
30.8,32,29.5,671,mean,503,839,1,skew_normal,stomata,"Erdei et al., 2012",671.4877033,168.9369685,-0.003618205
27,27.1,26.3,395,mean,273,516,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",370.3841833,124.5388022,0.25018036
25,25.25,23,453,mean,287,619,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",452.0368098,166.9278956,0.007231894
24,25.25,23,434,mean,257,611,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",433.5709693,177.9869386,0.003021077
17.4,17.6,17.2,402,mean,238,566,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",401.6134453,164.9144255,0.002937743
33,33.9,32,383,mean,240,527,1,skew_normal,stomata,"Roth-Nebelsick et al., 2014",410.4383629,146.7968237,-0.236335092
409.2,410.8,407.6,1548,median,1092,2540,1,skew_normal,stomata,"Franks et al., 2014",2493.161962,998.6972081,-1.596234125
317.5,318,317,332,median,239,471,1,skew_normal,stomata,"Franks et al., 2014",441.453421,145.6692259,-1.111594756
311.1,323.2,298.9,340,median,237,488,1,skew_normal,stomata,"Franks et al., 2014",452.7389341,155.6134196,-1.057272712
316.5,318,315,388,median,272,567,1,skew_normal,stomata,"Franks et al., 2014",532.388857,187.0442981,-1.154692081
277.2,282,272.3,498,median,364,707,1,skew_normal,stomata,"Franks et al., 2014",667.8726891,218.1714319,-1.168982718
219.2,237,201.3,889,median,685,1203,1,skew_normal,stomata,"Franks et al., 2014",1141.82397,328.1887055,-1.151312025
226.5,237,216,615,median,441,877,1,skew_normal,stomata,"Franks et al., 2014",822.5084754,274.3901703,-1.121671841
131.6,133.9,129.3,513,median,370,736,1,skew_normal,stomata,"Franks et al., 2014",694.2305254,232.7895053,-1.168759779
106.8,113,100.5,828,median,651,1070,1,skew_normal,stomata,"Franks et al., 2014",1003.61334,255.3613006,-0.986391045
106.8,113,100.5,662,median,523,861,1,skew_normal,stomata,"Franks et al., 2014",813.0899415,209.2970471,-1.052160958
106.8,113,100.5,734,median,580,948,1,skew_normal,stomata,"Franks et al., 2014",891.9231512,225.5701383,-1.009885486
48,52,44,636,median,576,708,1,skew_normal,stomata,"Franks et al., 2014",679.4006672,76.30041201,-0.778661906
40.9,47.8,33.9,356,median,261,486,1,skew_normal,stomata,"Franks et al., 2014",450.4249854,137.1698843,-0.987658656
24.9,33.9,16,389,median,283,549,1,skew_normal,stomata,"Franks et al., 2014",515.9619135,167.5297663,-1.124986213
12.8,23,2.6,434,median,340,560,1,skew_normal,stomata,"Franks et al., 2014",523.4557909,133.1162552,-0.957217964
42.9,47.9,37.8,424,median,385,467,1,skew_normal,stomata,"Maxbauer et al., 2014",444.7519076,45.32806104,-0.606443336
186.8,190.8,182.7,809,mean,540,1079,1,skew_normal,stomata,"Steinthorsdottir and Vajda, 2015",850.4739208,274.0853305,-0.190743431
13.8,16,11.6,334,mean,234,551,1,skew_normal,stomata,"Wang et al, 2015",540.5850317,218.5272729,-1.593050435
9.5,10,9,351,mean,246,579,1,skew_normal,stomata,"Wang et al, 2015",568.1038791,229.5874914,-1.593887424
2.9,3,2.8,280,mean,196,462,1,skew_normal,stomata,"Wang et al, 2015",453.1774561,183.3130169,-1.591095455
2.7,2.7,2.6,279,mean,195,460,1,skew_normal,stomata,"Wang et al, 2015",450.9126013,182.4201983,-1.584090311
2.6,NA,NA,285,mean,200,470,1,skew_normal,stomata,"Wang et al, 2015",461.2923408,186.2389209,-1.596837402
1.9,NA,NA,280,mean,196,462,1,skew_normal,stomata,"Wang et al, 2015",453.1774561,183.3130169,-1.591095455
1,NA,NA,278,mean,195,459,1,skew_normal,stomata,"Wang et al, 2015",450.5901522,182.171657,-1.59932039
97.2,100.5,93.9,1028,mean,685,1370,1,skew_normal,stomata,"Mays et al, 2015",979.4366567,347.7494241,0.175885451
117,123,111,796,mean,531,1060,1,skew_normal,stomata,"Du et al, 2016",755.0336978,269.0382163,0.191957383
121,125.1,116.8,824,mean,549,1098,1,skew_normal,stomata,"Du et al, 2016",782.0215904,279.1322076,0.189559499
121,125.1,116.8,839,mean,559,1119,1,skew_normal,stomata,"Du et al, 2016",838.1452257,281.5617382,0.003804873
112.6,115.2,110,856,mean,571,1142,1,skew_normal,stomata,"Du et al, 2016",899.0776369,290.234538,-0.187054351
112.6,115.2,110,846,mean,564,1128,1,skew_normal,stomata,"Du et al, 2016",846.2905435,283.5717357,-0.001284128
23.5,24,23,476,mean,352,600,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a",475.6514616,124.6915394,0.003503286
26.5,27,26,429,mean,317,541,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a",429.3113841,112.6246067,-0.003465174
33.5,33.9,33,409,mean,303,516,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a",431.5928113,109.3531655,-0.261748088
34.5,35,33.9,410,mean,303,517,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a",409.6933882,107.5967481,0.003571508
36,36.5,35.5,365,mean,270,460,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a",365.2116015,95.52966966,-0.002776142
204.9,208.5,201.3,1472,mean,981,1962,1,skew_normal,stomata,"Wu et al., 2016",1410.450354,497.0001845,0.155811874
171.2,174.1,168.3,990,mean,660,1320,1,skew_normal,stomata,"Wu et al., 2016",989.1591584,331.8401561,0.003175755
171.2,174.1,168.3,954,mean,636,1272,1,skew_normal,stomata,"Wu et al., 2016",953.1132796,319.7734442,0.003475411
60,62,58,322,mean,275,645,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b",686.0651583,292.5581889,-3.282853649
65.5,66,65,418,mean,363,836,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b",891.6371786,376.2350649,-3.462821072
65.9,66,65.8,429,mean,365,858,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b",911.8532106,389.1995864,-3.239257768
67,68,66,649,mean,555,1297,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b",1379.511159,586.8108398,-3.288286048
23,23,23,516,median,405,627,1,skew_normal,stomata,"Reichgelt et al., 2016",516.2974711,111.6189998,-0.00334017
23,23,22.9,425,median,372,478,1,skew_normal,stomata,"Reichgelt et al., 2016",425.0960917,53.29545578,-0.00225973
28.5,33.9,23,390,mean,265,715,1,skew_normal,stomata,"Sun et al., 2017",715.3724846,320.6980467,-1.825287461
32.98,NA,NA,550,median,455,645,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",549.8228815,95.52959947,0.002323737
33.17,NA,NA,710,median,595,825,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",710.3137896,115.641321,-0.003400849
33.33,NA,NA,890,median,745,1035,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",890.3761095,145.8085704,-0.003232906
33.47,NA,NA,930,median,770,1090,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",930.3508989,160.892063,-0.002733434
33.59,NA,NA,690,median,575,805,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",689.7446571,115.6411772,0.002767403
33.96,NA,NA,870,median,720,1020,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",870.4337196,150.8365739,-0.003603832
34.21,NA,NA,960,median,795,1125,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",959.5463151,165.9201658,0.003427024
34.42,NA,NA,940,median,760,1120,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",939.3356054,181.0043599,0.004600454
34.63,NA,NA,810,median,655,965,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",810.3806714,155.8642802,-0.003061013
0,NA,NA,266,mean,254,279,1,normal,boron,"Seki et al., 2010",271.8424046,13.66633637,-0.562093046
0.46,NA,NA,293,mean,281,306,1,normal,boron,"Seki et al., 2010",298.8424046,13.66633637,-0.562093046
0.9,NA,NA,278,mean,265,290,1,normal,boron,"Seki et al., 2010",272.1575954,13.66633637,0.562093046
1.5,NA,NA,279,mean,266,291,1,normal,boron,"Seki et al., 2010",273.1575954,13.66633637,0.562093046
2.11,NA,NA,274,mean,262,287,1,normal,boron,"Seki et al., 2010",279.8424046,13.66633637,-0.562093046
2.59,NA,NA,258,mean,246,271,1,normal,boron,"Seki et al., 2010",263.8424046,13.66633637,-0.562093046
2.79,NA,NA,283,mean,270,295,1,normal,boron,"Seki et al., 2010",277.1575954,13.66633637,0.562093046
2.89,NA,NA,399,mean,386,411,1,normal,boron,"Seki et al., 2010",393.1575954,13.66633637,0.562093046
2.99,NA,NA,402,mean,389,414,1,normal,boron,"Seki et al., 2010",396.1575954,13.66633637,0.562093046
3.05,NA,NA,428,mean,415,440,1,normal,boron,"Seki et al., 2010",422.1575954,13.66633637,0.562093046
3.17,NA,NA,336,mean,324,349,1,normal,boron,"Seki et al., 2010",341.8424046,13.66633637,-0.562093046
3.5,NA,NA,366,mean,354,379,1,normal,boron,"Seki et al., 2010",371.8424046,13.66633637,-0.562093046
1.98,NA,NA,219,mean,196,245,1,skew_normal,boron,"Bartoli et al., 2011",232.6131023,27.48124563,-0.662833192
2.03,NA,NA,262,mean,236,291,1,skew_normal,boron,"Bartoli et al., 2011",276.5679212,30.61273898,-0.633358774
2.08,NA,NA,246,mean,221,274,1,skew_normal,boron,"Bartoli et al., 2011",260.2536917,29.56988796,-0.642621593
2.16,NA,NA,221,mean,198,247,1,skew_normal,boron,"Bartoli et al., 2011",234.6131023,27.48124563,-0.662833192
2.17,NA,NA,383,mean,348,423,1,skew_normal,boron,"Bartoli et al., 2011",404.5914068,42.31370052,-0.685720433
2.2,NA,NA,386,mean,351,427,1,skew_normal,boron,"Bartoli et al., 2011",409.507424,43.42549498,-0.734383619
2.3,NA,NA,238,mean,214,265,1,skew_normal,boron,"Bartoli et al., 2011",251.9354884,28.52607814,-0.652427336
2.5,NA,NA,367,mean,334,407,1,skew_normal,boron,"Bartoli et al., 2011",391.5701833,42.39168756,-0.796374777
2.56,NA,NA,310,mean,281,344,1,skew_normal,boron,"Bartoli et al., 2011",329.5306014,36.0124325,-0.735976604
2.6,NA,NA,203,mean,181,227,1,skew_normal,boron,"Bartoli et al., 2011",214.1137096,25.26006711,-0.580215738
2.69,NA,NA,194,mean,172,217,1,skew_normal,boron,"Bartoli et al., 2011",202.375987,23.9642966,-0.452082187
2.7,NA,NA,358,mean,325,396,1,skew_normal,boron,"Bartoli et al., 2011",378.9175712,40.21671224,-0.701007461
2.71,NA,NA,314,mean,285,348,1,skew_normal,boron,"Bartoli et al., 2011",333.5306014,36.0124325,-0.735976604
2.71,NA,NA,238,mean,214,266,1,skew_normal,boron,"Bartoli et al., 2011",253.9060653,29.65191895,-0.726610537
2.71,NA,NA,334,mean,303,370,1,skew_normal,boron,"Bartoli et al., 2011",354.2309773,38.11640284,-0.717682384
2.75,NA,NA,300,mean,271,333,1,skew_normal,boron,"Bartoli et al., 2011",317.6051828,34.89821053,-0.676786116
2.77,NA,NA,404,mean,367,446,1,skew_normal,boron,"Bartoli et al., 2011",426.2533815,44.40765972,-0.671634032
2.78,NA,NA,418,mean,381,462,1,skew_normal,boron,"Bartoli et al., 2011",444.0511346,46.62181716,-0.762352405
2.78,NA,NA,316,mean,286,350,1,skew_normal,boron,"Bartoli et al., 2011",333.9336935,35.94456531,-0.668281422
2.8,NA,NA,314,mean,285,349,1,skew_normal,boron,"Bartoli et al., 2011",335.3282781,37.09215945,-0.78881074
2.92,NA,NA,241,mean,217,269,1,skew_normal,boron,"Bartoli et al., 2011",256.9060653,29.65191895,-0.726610537
3,NA,NA,354,mean,321,392,1,skew_normal,boron,"Bartoli et al., 2011",374.9175712,40.21671224,-0.701007461
3.07,NA,NA,265,mean,239,294,1,skew_normal,boron,"Bartoli et al., 2011",279.5679212,30.61273898,-0.633358774
3.08,NA,NA,411,mean,374,454,1,skew_normal,boron,"Bartoli et al., 2011",435.207785,45.52946026,-0.719141489
3.1,NA,NA,249,mean,224,277,1,skew_normal,boron,"Bartoli et al., 2011",263.2536917,29.56988796,-0.642621593
3.16,NA,NA,233,mean,209,260,1,skew_normal,boron,"Bartoli et al., 2011",246.9354884,28.52607814,-0.652427336
3.22,NA,NA,242,mean,218,270,1,skew_normal,boron,"Bartoli et al., 2011",257.9060653,29.65191895,-0.726610537
3.24,NA,NA,330,mean,300,366,1,skew_normal,boron,"Bartoli et al., 2011",351.7003336,38.150206,-0.778661906
3.26,NA,NA,252,mean,226,280,1,skew_normal,boron,"Bartoli et al., 2011",264.2408713,29.40205715,-0.545983212
