"","age","age_old","age_young","co2","type","co2_low","co2_high","co2_range","distribution","proxy_type","reference","shape1_co2","shape2_co2"
"618",25.3,NA,NA,416,"mean",386,506,1,"skew_normal","alkenones","Zhang et al., 2013",51.9213982924089,1112.16633868261
"619",26.57,NA,NA,656,"mean",588,825,1,"skew_normal","alkenones","Zhang et al., 2013",32.4075877649121,426.261268324007
"620",27.85,NA,NA,712,"mean",626,914,1,"skew_normal","alkenones","Zhang et al., 2013",25.842839009438,309.746967103457
"621",28.78,NA,NA,730,"mean",662,910,1,"skew_normal","alkenones","Zhang et al., 2013",36.358016896827,426.178985577628
"622",29.21,NA,NA,854,"mean",792,1040,1,"skew_normal","alkenones","Zhang et al., 2013",48.7815736678207,483.739836693705
"623",29.57,NA,NA,972,"mean",905,1179,1,"skew_normal","alkenones","Zhang et al., 2013",51.0186044431474,438.579190834096
"624",29.64,NA,NA,895,"mean",818,1106,1,"skew_normal","alkenones","Zhang et al., 2013",39.6531525799993,372.516044398698
"625",30.62,NA,NA,765,"mean",709,932,1,"skew_normal","alkenones","Zhang et al., 2013",48.9085945056249,547.14126583369
"626",31.27,NA,NA,725,"mean",664,894,1,"skew_normal","alkenones","Zhang et al., 2013",41.5894847596925,492.259124425692
"627",32.04,NA,NA,743,"mean",688,906,1,"skew_normal","alkenones","Zhang et al., 2013",48.4071175466628,558.925324251361
"628",32.58,NA,NA,756,"mean",698,925,1,"skew_normal","alkenones","Zhang et al., 2013",46.2008831093147,523.092932132913
"629",32.83,NA,NA,740,"mean",671,923,1,"skew_normal","alkenones","Zhang et al., 2013",36.1618732777502,417.530457938914
"630",32.91,NA,NA,723,"mean",654,904,1,"skew_normal","alkenones","Zhang et al., 2013",35.1618335256095,416.176224176007
"631",32.97,NA,NA,727,"mean",653,912,1,"skew_normal","alkenones","Zhang et al., 2013",33.0278972929247,389.02111662752
"632",33.45,NA,NA,767,"mean",698,950,1,"skew_normal","alkenones","Zhang et al., 2013",38.5594084046466,429.363040330272
"633",33.57,NA,NA,671,"mean",612,832,1,"skew_normal","alkenones","Zhang et al., 2013",39.2693466044677,504.589882833249
"634",33.69,NA,NA,930,"mean",792,1234,1,"skew_normal","alkenones","Zhang et al., 2013",18.437556599788,163.553782005426
"635",34.69,NA,NA,1038,"mean",953,1278,1,"skew_normal","alkenones","Zhang et al., 2013",41.1802433491316,327.962698095963
"636",35.29,NA,NA,879,"mean",813,1073,1,"skew_normal","alkenones","Zhang et al., 2013",46.8908483128481,450.333725680281
"637",35.56,NA,NA,919,"mean",825,1155,1,"skew_normal","alkenones","Zhang et al., 2013",31.8419677502017,289.770595748329
"638",35.86,NA,NA,947,"mean",881,1150,1,"skew_normal","alkenones","Zhang et al., 2013",50.4183197580631,446.044370185023
"639",36.09,NA,NA,1132,"mean",1032,1402,1,"skew_normal","alkenones","Zhang et al., 2013",37.3738520611599,269.70628656578
"640",36.48,NA,NA,2622,"mean",2417,3212,1,"skew_normal","alkenones","Zhang et al., 2013",35.5382408909938,90.7269697832393
"641",36.81,NA,NA,1247,"mean",1087,1617,1,"skew_normal","alkenones","Zhang et al., 2013",22.0568514438128,141.073377309906
"642",37.1,NA,NA,939,"mean",877,1136,1,"skew_normal","alkenones","Zhang et al., 2013",53.493948088314,477.965398477676
"643",37.43,NA,NA,1042,"mean",938,1309,1,"skew_normal","alkenones","Zhang et al., 2013",31.9778981832206,252.630081090651
"644",38.55,NA,NA,798,"mean",737,975,1,"skew_normal","alkenones","Zhang et al., 2013",46.5442361345167,497.165878273911
"645",38.25,NA,NA,898,"mean",802,1137,1,"skew_normal","alkenones","Zhang et al., 2013",29.6816260215096,276.44861235154
"646",38.62,NA,NA,863,"mean",754,1116,1,"skew_normal","alkenones","Zhang et al., 2013",23.6808358346176,229.566949653862
"647",12.81,NA,NA,283,"mean",261,306,1,"normal","alkenones","Badger et al., 2013a",152.254542506717,5218.15620482433
"648",13.6,NA,NA,271,"mean",250,291,1,"normal","alkenones","Badger et al., 2013a",167.228347038903,6014.83936407085
"649",13.64,NA,NA,303,"mean",280,327,1,"normal","alkenones","Badger et al., 2013a",159.647018715764,5100.43976159349
"650",13.65,NA,NA,306,"mean",282,330,1,"normal","alkenones","Badger et al., 2013a",155.548873959367,4927.6371747488
"651",13.66,NA,NA,305,"mean",282,328,1,"normal","alkenones","Badger et al., 2013a",168.305376046949,5349.79260526264
"652",13.67,NA,NA,308,"mean",284,331,1,"normal","alkenones","Badger et al., 2013a",163.823475811779,5163.65919793518
"653",13.67,NA,NA,289,"mean",267,312,1,"normal","alkenones","Badger et al., 2013a",158.682564361929,5322.46314721215
"654",13.68,NA,NA,261,"mean",241,282,1,"normal","alkenones","Badger et al., 2013a",156.409754565491,5824.71209997586
"655",13.69,NA,NA,294,"mean",272,317,1,"normal","alkenones","Badger et al., 2013a",164.137369227142,5409.17247142692
"656",13.7,NA,NA,271,"mean",249,294,1,"normal","alkenones","Badger et al., 2013a",139.784808048653,5008.70164163447
"657",13.71,NA,NA,301,"mean",279,324,1,"normal","alkenones","Badger et al., 2013a",171.923654865907,5530.24095125254
"658",13.72,NA,NA,292,"mean",271,315,1,"normal","alkenones","Badger et al., 2013a",169.975236875811,5631.1114089738
"659",13.74,NA,NA,305,"mean",283,329,1,"normal","alkenones","Badger et al., 2013a",169.395376255457,5366.29053833486
"660",13.75,NA,NA,305,"mean",279,331,1,"normal","alkenones","Badger et al., 2013a",131.641590840163,4184.36573149149
"661",13.76,NA,NA,292,"mean",270,315,1,"normal","alkenones","Badger et al., 2013a",161.944754161839,5374.51196727936
"662",13.77,NA,NA,340,"mean",313,368,1,"normal","alkenones","Badger et al., 2013a",146.158309188964,4146.2047457023
"663",13.77,NA,NA,313,"mean",289,336,1,"normal","alkenones","Badger et al., 2013a",169.117188332155,5242.52461999077
"664",13.78,NA,NA,313,"mean",286,339,1,"normal","alkenones","Badger et al., 2013a",132.930372351948,4120.73395607145
"665",13.79,NA,NA,294,"mean",272,318,1,"normal","alkenones","Badger et al., 2013a",157.592383390968,5184.40736007719
"666",13.79,NA,NA,315,"mean",288,345,1,"normal","alkenones","Badger et al., 2013a",117.807011985977,3604.26771655912
"667",13.8,NA,NA,329,"mean",306,354,1,"normal","alkenones","Badger et al., 2013a",180.507698656042,5289.32037690921
"668",2.81,NA,NA,282,"mean",261,304,1,"normal","alkenones","Badger et al., 2013b",165.61609248204,5696.779927674
"669",2.85,NA,NA,294,"mean",269,320,1,"normal","alkenones","Badger et al., 2013b",127.722347232165,4209.08490822151
"670",2.86,NA,NA,288,"mean",269,307,1,"normal","alkenones","Badger et al., 2013b",220.379245104753,7431.55918666723
"671",2.9,NA,NA,270,"mean",252,288,1,"normal","alkenones","Badger et al., 2013b",216.204498277589,7791.24241337475
"672",2.92,NA,NA,278,"mean",260,297,1,"normal","alkenones","Badger et al., 2013b",217.578032912066,7594.79567320474
"673",2.93,NA,NA,270,"mean",252,288,1,"normal","alkenones","Badger et al., 2013b",216.204498285007,7791.24241388238
"674",2.94,NA,NA,307,"mean",285,330,1,"normal","alkenones","Badger et al., 2013b",178.736216516048,5633.71343314337
"675",2.98,NA,NA,258,"mean",242,275,1,"normal","alkenones","Badger et al., 2013b",236.155127011654,8899.30644451688
"676",3,NA,NA,255,"mean",239,272,1,"normal","alkenones","Badger et al., 2013b",230.769452407852,8801.16815148287
"677",3.02,NA,NA,265,"mean",247,283,1,"normal","alkenones","Badger et al., 2013b",208.366708196473,7654.39836880408
"678",3.03,NA,NA,262,"mean",240,285,1,"normal","alkenones","Badger et al., 2013b",130.771524481886,4850.87120775405
"679",3.07,NA,NA,284,"mean",253,318,1,"normal","alkenones","Badger et al., 2013b",73.837591646983,2512.30175817692
"680",3.09,NA,NA,254,"mean",237,271,1,"normal","alkenones","Badger et al., 2013b",214.861425755244,8244.11422722919
"681",3.1,NA,NA,275,"mean",255,296,1,"normal","alkenones","Badger et al., 2013b",173.390099143862,6120.13749774372
"682",3.11,NA,NA,271,"mean",253,290,1,"normal","alkenones","Badger et al., 2013b",206.9115047205,7414.01212991555
"683",3.13,NA,NA,272,"mean",254,290,1,"normal","alkenones","Badger et al., 2013b",219.378897591671,7845.89561538229
"684",3.16,NA,NA,278,"mean",258,298,1,"normal","alkenones","Badger et al., 2013b",185.462568359985,6485.72995498905
"685",3.18,NA,NA,259,"mean",239,280,1,"normal","alkenones","Badger et al., 2013b",154.053295215172,5782.35813443361
"686",3.19,NA,NA,274,"mean",255,294,1,"normal","alkenones","Badger et al., 2013b",190.289801089125,6741.81877604856
"687",3.2,NA,NA,272,"mean",254,290,1,"normal","alkenones","Badger et al., 2013b",219.378897733746,7845.8956204007
"688",3.21,NA,NA,267,"mean",245,290,1,"normal","alkenones","Badger et al., 2013b",135.742967124955,4938.63330735492
"689",3.22,NA,NA,265,"mean",246,285,1,"normal","alkenones","Badger et al., 2013b",178.161059399468,6532.10770051293
"690",3.24,NA,NA,273,"mean",253,293,1,"normal","alkenones","Badger et al., 2013b",178.93218098464,6375.23496226965
"691",3.26,NA,NA,270,"mean",251,290,1,"normal","alkenones","Badger et al., 2013b",184.851449935047,6648.71704636892
"692",3.27,NA,NA,262,"mean",244,280,1,"normal","alkenones","Badger et al., 2013b",203.73145040195,7572.14700733793
"693",3.28,NA,NA,258,"mean",241,275,1,"normal","alkenones","Badger et al., 2013b",221.600884179173,8367.44723963094
"694",3.29,NA,NA,276,"mean",257,295,1,"normal","alkenones","Badger et al., 2013b",202.621737627309,7138.62153888378
"695",120.3,120.4,120.2,972,"mean",699,1388,1,"skew_normal","alkenones","Naafs et al., 2016",7.88606500304315,67.6844697619947
"696",120.3,120.4,120.2,975,"mean",799,1221,1,"skew_normal","alkenones","Naafs et al., 2016",20.1353311333716,179.205262620907
"697",120.1,120.2,120.1,896,"mean",692,1194,1,"skew_normal","alkenones","Naafs et al., 2016",12.3975187376977,119.056592701937
"698",120.1,120.2,120.1,915,"mean",753,1141,1,"skew_normal","alkenones","Naafs et al., 2016",21.0923754273746,201.614318857278
"699",120.1,120.2,120.1,1437,"mean",934,2289,1,"skew_normal","alkenones","Naafs et al., 2016",4.49321239647231,23.4081430862324
"700",120.1,120.2,120.1,1596,"mean",1050,2517,1,"skew_normal","alkenones","Naafs et al., 2016",4.61916974781018,21.2984636708792
"701",119.9,120.1,119.8,1255,"mean",952,1716,1,"skew_normal","alkenones","Naafs et al., 2016",10.2400260503739,66.518409707637
"702",119.9,120.1,119.8,1942,"mean",1409,2829,1,"skew_normal","alkenones","Naafs et al., 2016",6.79228314538195,25.270397594602
"703",119.9,120.1,119.8,2187,"mean",1426,3596,1,"skew_normal","alkenones","Naafs et al., 2016",3.83625609207833,11.4625904272965
"704",119.9,120.1,119.8,1845,"mean",1011,3440,1,"skew_normal","alkenones","Naafs et al., 2016",2.41252776360509,8.47046547865888
"705",119.6,119.8,119.3,2058,"mean",1358,3326,1,"skew_normal","alkenones","Naafs et al., 2016",4.14854253344028,13.5848361308096
"706",119.6,119.8,119.3,2005,"mean",1381,3099,1,"skew_normal","alkenones","Naafs et al., 2016",5.07323137460417,17.5898149546231
"707",119.6,119.8,119.3,2005,"mean",1321,3231,1,"skew_normal","alkenones","Naafs et al., 2016",4.19206777573205,14.24622208807
"708",119.6,119.8,119.3,1746,"mean",1233,2600,1,"skew_normal","alkenones","Naafs et al., 2016",6.11695662995332,25.8108838438661
"709",119.6,119.8,119.3,1634,"mean",1009,2731,1,"skew_normal","alkenones","Naafs et al., 2016",3.60864708876268,15.715787363897
"710",119.1,119.3,119,1379,"mean",1041,1900,1,"skew_normal","alkenones","Naafs et al., 2016",9.68782664146079,56.192476616717
"711",118.9,119,118.8,1904,"mean",1184,3211,1,"skew_normal","alkenones","Naafs et al., 2016",3.46959885925411,12.3457045358462
"712",118.9,119,118.8,762,"mean",588,1014,1,"skew_normal","alkenones","Naafs et al., 2016",12.6072766154574,144.766449445109
"713",120.1,120.2,120.1,1117,"mean",779,1594,1,"skew_normal","alkenones","Naafs et al., 2016",7.16019190888321,53.1892329026371
"714",120.1,120.2,120.1,1099,"mean",822,1520,1,"skew_normal","alkenones","Naafs et al., 2016",9.60317122344941,72.4004405334462
"715",119.9,120.1,119.8,1322,"mean",856,2104,1,"skew_normal","alkenones","Naafs et al., 2016",4.52822482501202,26.086673725192
"716",119.9,120.1,119.8,1894,"mean",1154,3278,1,"skew_normal","alkenones","Naafs et al., 2016",3.19260756479419,11.2440176708855
"717",119.1,119.3,119,1227,"mean",900,1735,1,"skew_normal","alkenones","Naafs et al., 2016",8.33555204206835,54.9327327882969
"718",2.1,2.4,1.8,358,"mean",250,590,1,"skew_normal; reported distribution is normal","stomata","van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",5.47731072399414,124.915023963528
"719",5.1,NA,NA,358,"mean",250,590,1,"skew_normal; reported distribution is normal","stomata","van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",5.47731068461263,124.915022305192
"720",7.2,NA,NA,270,"mean",189,446,1,"skew_normal; reported distribution is normal","stomata","van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",5.53055278030059,168.622816195345
"721",8.5,NA,NA,350,"mean",245,578,1,"skew_normal; reported distribution is normal","stomata","van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",5.48579316443219,127.805330639428
"722",10.5,NA,NA,370,"mean",259,611,1,"skew_normal; reported distribution is normal","stomata","van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",5.47437742770609,120.355350443512
"723",2.8,3,2.6,276,"mean",193,455,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 1996",5.53895352169374,165.380419576297
"724",3.4,NA,NA,330,"median",315,349,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 1996",364.36527702941,10610.3898887044
"725",4,NA,NA,363,"mean",254,598,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 1996",5.50319971212355,123.660502347144
"726",4.6,NA,NA,270,"mean",189,446,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 1996",5.53055299212534,168.622820153695
"727",168.8,174.1,163.5,879,"mean",586,1172,1,"skew_normal","stomata","Beerling et al., 1998",7.86225818109308,81.576477691534
"728",200.3,201.3,199.3,864,"mean",576,1152,1,"skew_normal","stomata","Beerling et al., 1998",7.8742349742098,83.2554791528128
"729",205.4,209.5,201.3,758,"mean",505,1010,1,"skew_normal","stomata","Beerling et al., 1998",7.95922823975416,97.1015567034718
"730",205.4,209.5,201.3,835,"mean",556,1113,1,"skew_normal","stomata","Beerling et al., 1998",7.87823688972939,86.5201783704714
"731",44.5,47.8,41.2,768,"mean",512,1024,1,"skew_normal","stomata","McElwain, 1998",7.95085255498567,95.5648159946407
"732",168.8,174.1,163.5,639,"mean",426,852,1,"skew_normal","stomata","McElwain, 1998",8.05369147063237,117.96410334783
"733",285.6,298.9,272.3,354,"mean",236,472,1,"skew_normal","stomata","McElwain, 1998",8.2804569372983,225.578305536163
"734",316.6,318,315.2,261,"mean",174,348,1,"skew_normal","stomata","McElwain, 1998",8.35433032254762,311.654729930849
"735",400.5,407.6,393.3,2282,"mean",1521,3042,1,"skew_normal","stomata","McElwain, 1998",6.7326832316025,22.7858964427428
"736",200.7,201.3,200,716,"mean",477,954,1,"skew_normal","stomata","McElwain et al., 1999",7.99272110754237,103.701879966229
"737",201.3,201.8,200.8,1535,"mean",1023,2046,1,"skew_normal","stomata","McElwain et al., 1999",7.33688303430311,40.4810318155811
"738",201.6,201.8,201.3,702,"mean",468,936,1,"skew_normal","stomata","McElwain et al., 1999",8.00348376072816,105.99195053828
"739",135.1,139.4,130.8,1448,"mean",965,1931,1,"skew_normal","stomata","Chen et al., 2001",7.39592314604485,43.6851440920153
"740",172.2,174.1,170.3,1894,"mean",1263,2525,1,"skew_normal","stomata","Chen et al., 2001",7.05457467045261,30.1998098871316
"741",187.7,201.3,174.1,735,"mean",490,980,1,"skew_normal","stomata","Chen et al., 2001",7.9771721811376,100.543177212048
"742",44.5,47.8,41.2,965,"mean",643,1286,1,"skew_normal","stomata","Kôrschner et al., 2001",7.79394851392437,73.0100735343322
"743",15.2,16.7,13.7,339,"median",318,559,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",12.2291360611942,266.606060363341
"744",15.3,16.8,13.8,341,"median",319,559,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",12.361992978296,269.181714016966
"745",15.3,16.8,13.8,313,"median",308,480,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",19.6458099663484,478.90999698094
"746",16.5,18,15,535,"median",402,704,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",12.2487237441123,209.210798025872
"747",54.2,54.3,54.1,443,"median",359,623,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",12.7241539134933,246.379468490942
"748",54.3,54.4,54.2,327,"median",318,416,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",53.1482429861212,1394.94640763065
"749",54.7,54.8,54.6,378,"median",343,579,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",14.109127754525,291.895169178559
"750",55.6,55.7,55.5,479,"median",380,639,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",14.2436271193782,265.272893782545
"751",55.9,58.9,52.9,667,"median",475,748,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",18.3604387117179,281.853537870358
"752",56.1,56.2,56,307,"median",298,321,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",693.839604117815,21724.1301942716
"753",56.1,56.2,56,307,"median",298,321,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",693.839602830201,21724.1301545324
"754",56.1,56.2,56,307,"median",298,321,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",693.839590942594,21724.1297778838
"755",56.1,56.2,56,520,"median",400,673,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",14.175685843367,250.008360949786
"756",56.2,56.3,56.1,304,"median",297,311,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",1808.1946619877,57671.7792918557
"757",56.4,56.5,56.3,313,"median",304,320,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",1456.96081818668,45240.3908480221
"758",56.5,56.6,56.4,316,"median",305,325,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",950.075883057973,29210.9540720907
"759",56.6,56.7,56.5,320,"median",309,335,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",586.901216914327,17639.7382476956
"760",56.7,56.9,56.5,315,"median",306,323,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",1310.99269954603,40373.8803099546
"761",56.7,56.9,56.5,318,"median",307,328,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",875.2305763779,26690.9785542576
"762",56.7,56.9,56.5,318,"median",307,328,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",875.230575550847,26690.9785293868
"763",57.2,57.4,57,469,"median",379,631,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",14.799070694008,278.206147775387
"764",58.1,58.4,57.8,447,"median",367,623,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",13.7715547033516,264.39625633125
"765",59.9,60.8,59,535,"median",416,680,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",15.8304158293729,273.003674877932
"766",59.9,60.8,59,574,"median",433,704,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",16.1405594551978,267.733909704554
"767",270.6,272.3,268.8,343,"mean",240,566,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.49446240318022,130.82236624848
"768",270.6,272.3,268.8,266,"mean",186,439,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.53090358492342,171.419621344641
"769",270.6,272.3,268.8,290,"mean",203,479,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.51953407205905,156.311293657588
"770",270.6,272.3,268.8,326,"mean",228,538,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.4979358853862,138.026262333235
"771",270.6,272.3,268.8,342,"mean",239,564,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.48758140081815,131.167104513814
"772",313.5,319,308,348,"mean",244,574,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.52154819024957,129.457925073325
"773",313.5,319,308,351,"mean",246,579,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.51357117887163,128.127594226105
"774",313.5,319,308,336,"mean",235,554,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.50333133973089,133.974647187229
"775",313.5,319,308,308,"mean",216,508,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.54880691758485,147.704193875952
"776",313.5,319,308,350,"mean",245,578,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.48579279447798,127.805324238892
"777",313.5,319,308,366,"mean",256,604,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.47539288957067,121.840711494436
"778",313.5,319,308,368,"mean",258,607,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.50818003040978,121.829901040295
"779",313.5,319,308,358,"mean",251,591,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.50447201726315,125.223076436676
"780",313.5,319,308,303,"mean",212,500,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.51761564769138,149.44198406372
"781",313.5,319,308,367,"mean",257,606,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.48174297785458,121.538982128295
"782",313.5,319,308,350,"mean",245,578,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.48579314091089,127.805330852895
"783",313.5,319,308,401,"mean",281,662,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.47202420999143,110.569428337574
"784",313.5,319,308,287,"mean",201,474,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.52848870009442,158.245460621228
"785",313.5,319,308,311,"mean",218,513,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.53996636035154,146.004028809652
"786",313.5,319,308,284,"mean",199,469,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.53761216584509,160.225236222488
"787",313.5,319,308,325,"mean",228,536,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.54359830190745,139.551051672665
"788",324,329,319,385,"mean",270,635,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.50234243437814,116.07996170574
"789",324,329,319,392,"mean",274,647,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.45004370594306,112.885479189219
"790",324,329,319,359,"mean",251,592,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.48384330877375,124.599484877611
"791",168.4,175.6,161.2,816,"mean",544,1088,1,"skew_normal","stomata","Beerling & Royer, 2002",7.91255345242818,89.0459722612816
"792",63.8,66,61.6,367,"median",337,571,1,"skew_normal","stomata","Beerling et al., 2002 (updated by Beerling et al., 2009)",13.924566218851,292.732669009239
"793",64.1,64.3,63.9,330,"median",321,401,1,"skew_normal","stomata","Beerling et al., 2002 (updated by Beerling et al., 2009)",77.349760519423,2065.21281702253
"794",65.4,66,64.8,343,"median",329,541,1,"skew_normal","stomata","Beerling et al., 2002 (updated by Beerling et al., 2009)",15.6393279385118,343.828663296413
"795",65.4,66,64.8,470,"median",370,642,1,"skew_normal","stomata","Beerling et al., 2002 (updated by Beerling et al., 2009)",12.7112803456595,238.457520943264
"796",66.5,67,66,539,"median",400,687,1,"skew_normal","stomata","Beerling et al., 2002 (updated by Beerling et al., 2009)",13.1333079610076,228.470999839622
"797",54.3,54.4,54.2,515,"median",393,671,1,"skew_normal","stomata","Royer, 2003 (updated by Beerling et al., 2009)",13.4330658076565,239.027585019426
"798",61.1,64.8,57.4,317,"median",311,325,1,"skew_normal","stomata","Royer, 2003 (updated by Beerling et al., 2009)",1975.74582036237,60154.5175891181
"799",49.9,52,47.8,659,"mean",439,878,1,"skew_normal","stomata","Greenwood et al., 2003",8.03815411049401,114.012664126302
"800",409.2,410.8,407.6,2836,"mean",2505,4561,1,"skew_normal","stomata","Roth & Konrad, 2003",7.5029122989255,13.7388389494867
"801",182.5,NA,NA,1050,"mean",800,1300,1,"skew_normal","stomata","McElwain et al., 2005",15.3797566813795,131.079220802657
"802",182.6,NA,NA,1550,"mean",1200,1900,1,"skew_normal","stomata","McElwain et al., 2005",16.2003320328701,88.3112066872277
"803",182.7,NA,NA,550,"mean",400,700,1,"skew_normal","stomata","McElwain et al., 2005",12.2826813571272,211.002054674166
"804",182.8,NA,NA,950,"mean",700,1200,1,"skew_normal","stomata","McElwain et al., 2005",12.6796019052369,120.774929384109
"805",182.9,NA,NA,950,"mean",700,1200,1,"skew_normal","stomata","McElwain et al., 2005",12.6796009058926,120.774921667405
"806",183,NA,NA,600,"mean",500,700,1,"skew_normal","stomata","McElwain et al., 2005",33.1942856608826,519.997791121221
"807",104.1,107.8,100.5,710,"mean",580,1420,1,"skew_normal","stomata","Haworth et al., 2005",4.79197048991831,43.1410952515024
"808",110.4,113,107.8,710,"mean",603,1400,1,"skew_normal","stomata","Haworth et al., 2005",5.36962771278523,48.2549372847516
"809",116.5,120,113,700,"mean",597,1340,1,"skew_normal","stomata","Haworth et al., 2005",5.81785246000059,54.2580218219384
"810",123,125,121,695,"mean",590,1380,1,"skew_normal","stomata","Haworth et al., 2005",5.29104616250303,48.4341768527272
"811",124.7,126.3,123,630,"mean",530,1220,1,"skew_normal","stomata","Haworth et al., 2005",5.54262798309232,57.8066531773197
"812",127.9,129.5,126.3,630,"mean",530,1250,1,"skew_normal","stomata","Haworth et al., 2005",5.24451426683244,53.6901924965432
"813",130.2,130.8,129.5,550,"mean",450,1130,1,"skew_normal","stomata","Haworth et al., 2005",4.64333850738975,54.1439985828018
"814",131.4,132,130.8,620,"mean",590,1270,1,"skew_normal","stomata","Haworth et al., 2005",6.45681665889351,62.9719881553728
"815",133,133.9,132,650,"mean",500,1300,1,"skew_normal","stomata","Haworth et al., 2005",4.29026054386278,43.3964381390068
"816",139.5,145,133.9,1442,"mean",961,1923,1,"skew_normal","stomata","Sun et al., 2007",7.40069580572077,43.925931924791
"817",139.5,145,133.9,1228,"mean",819,1638,1,"skew_normal","stomata","Sun et al., 2007",7.58263103832706,54.1414210183336
"818",139.5,145,133.9,1151,"mean",767,1534,1,"skew_normal","stomata","Sun et al., 2007",7.64512969678146,58.8054083261807
"819",168,168.3,167.7,1031,"mean",687,1375,1,"skew_normal","stomata","Sun et al., 2007",7.72528483819662,67.2023269334543
"820",168,168.3,167.7,926,"mean",618,1235,1,"skew_normal","stomata","Sun et al., 2007",7.84180792282426,76.7919360359812
"821",172.2,174.1,170.3,896,"mean",597,1195,1,"skew_normal","stomata","Sun et al., 2007",7.83059223724138,79.558283760385
"822",186.8,190.8,182.7,942,"mean",628,1256,1,"skew_normal","stomata","Sun et al., 2007",7.81193082747757,75.11248410399
"823",25.6,28.1,23,588,"mean",412,971,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.35468053584386,72.081782319842
"824",22.1,23.6,20.6,333,"mean",233,550,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.48919611226252,134.696447743072
"825",20,20.3,19.7,332,"mean",233,548,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.5337689682096,136.151699234684
