"","age","age_old","age_young","co2","type","co2_low","co2_high","co2_range","distribution","proxy_type","reference","shape1_co2","shape2_co2"
"228",201.2,NA,NA,2677,"mean",1338,5353,1,"skew_normal","paleosols","Schaller et al., 2011",1.72563904363526,3.47306955219199
"229",201.2,NA,NA,2700,"mean",1350,5400,1,"skew_normal","paleosols","Schaller et al., 2011",1.71966056246617,3.41575951861148
"230",201.2,NA,NA,2713,"mean",1357,5427,1,"skew_normal","paleosols","Schaller et al., 2011",1.71635879912859,3.3835022349045
"231",201.2,NA,NA,2823,"mean",1411,5645,1,"skew_normal","paleosols","Schaller et al., 2011",1.68603560789501,3.13053889014508
"232",201.3,NA,NA,2302,"mean",1151,4604,1,"skew_normal","paleosols","Schaller et al., 2011",1.82451404841341,4.56360905734673
"233",201.3,NA,NA,2385,"mean",1192,4769,1,"skew_normal","paleosols","Schaller et al., 2011",1.80273701167579,4.29180310578548
"234",201.4,NA,NA,2389,"mean",1195,4779,1,"skew_normal","paleosols","Schaller et al., 2011",1.80227426324136,4.27743663126904
"235",201.5,NA,NA,2819,"mean",1409,5637,1,"skew_normal","paleosols","Schaller et al., 2011",1.68713139320157,3.1394230300915
"236",201.5,NA,NA,2956,"mean",1478,5912,1,"skew_normal","paleosols","Schaller et al., 2011",1.64940501680103,2.84902464291649
"237",201.5,NA,NA,710,"mean",355,1420,1,"skew_normal","paleosols","Schaller et al., 2011",2.21072223824583,22.7644416486968
"238",201.7,NA,NA,1191,"mean",596,2383,1,"skew_normal","paleosols","Schaller et al., 2011",2.09909065171647,12.055472758038
"239",201.8,NA,NA,1495,"mean",747,2989,1,"skew_normal","paleosols","Schaller et al., 2011",2.02476422159454,8.87329906562096
"240",201.9,NA,NA,1502,"mean",751,3004,1,"skew_normal","paleosols","Schaller et al., 2011",2.02374889567455,8.81394359635736
"241",202.1,NA,NA,1509,"mean",754,3017,1,"skew_normal","paleosols","Schaller et al., 2011",2.02139211586442,8.75802150595624
"242",202.2,NA,NA,1065,"mean",532,2129,1,"skew_normal","paleosols","Schaller et al., 2011",2.12683465703585,13.9216213804664
"243",202.5,NA,NA,1613,"mean",806,3225,1,"skew_normal","paleosols","Schaller et al., 2011",1.996230438251,7.96561777853829
"244",203,NA,NA,1487,"mean",744,2975,1,"skew_normal","paleosols","Schaller et al., 2011",2.02805097632633,8.93725346220841
"245",203.1,NA,NA,1298,"mean",649,2596,1,"skew_normal","paleosols","Schaller et al., 2011",2.07271506264865,10.7630721459227
"246",203.6,NA,NA,1021,"mean",511,2043,1,"skew_normal","paleosols","Schaller et al., 2011",2.13940726388502,14.6774675880597
"247",203.7,NA,NA,1855,"mean",927,3709,1,"skew_normal","paleosols","Schaller et al., 2011",1.93693055734287,6.47343191179991
"248",203.9,NA,NA,983,"mean",492,1967,1,"skew_normal","paleosols","Schaller et al., 2011",2.14837900838809,15.3890158261814
"249",211.9,NA,NA,1183,"mean",592,2367,1,"skew_normal","paleosols","Schaller et al., 2012",2.10099550868782,12.1617710630752
"250",211.9,NA,NA,1135,"mean",568,2271,1,"skew_normal","paleosols","Schaller et al., 2012",2.11240603634108,12.8314333002417
"251",211.9,NA,NA,1479,"mean",739,2957,1,"skew_normal","paleosols","Schaller et al., 2012",2.02861515147926,9.00777764923324
"252",211.9,NA,NA,1376,"mean",688,2752,1,"skew_normal","paleosols","Schaller et al., 2012",2.05406650407796,9.94832271862768
"253",205,NA,NA,1377,"mean",688,2753,1,"skew_normal","paleosols","Schaller et al., 2012",2.05306426697486,9.94005861521864
"254",201.3,NA,NA,3457,"mean",1729,6915,1,"skew_normal","paleosols","Schaller et al., 2012",1.50307839437478,1.99561201409731
"255",201.2,NA,NA,2049,"mean",1025,4099,1,"skew_normal","paleosols","Schaller et al., 2012",1.88935311312024,5.53665827371499
"256",200.8,NA,NA,1499,"mean",750,2999,1,"skew_normal","paleosols","Schaller et al., 2012",2.02514540548657,8.83724645494901
"257",200.8,NA,NA,3649,"mean",1824,7297,1,"skew_normal","paleosols","Schaller et al., 2012",1.44258981077775,1.73517494352986
"258",200.8,NA,NA,1987,"mean",993,3973,1,"skew_normal","paleosols","Schaller et al., 2012",1.90410370571722,5.81691356813413
"259",200.8,NA,NA,2353,"mean",1177,4707,1,"skew_normal","paleosols","Schaller et al., 2012",1.81163066758785,4.3927982080957
"260",200.8,NA,NA,2927,"mean",1464,5855,1,"skew_normal","paleosols","Schaller et al., 2012",1.65765472777061,2.90726978518352
"261",200.8,NA,NA,3012,"mean",1506,6024,1,"skew_normal","paleosols","Schaller et al., 2012",1.63368173356074,2.73866437655371
"262",200.7,NA,NA,2383,"mean",1191,4765,1,"skew_normal","paleosols","Schaller et al., 2012",1.80325647465455,4.29814054251658
"263",200.7,NA,NA,1818,"mean",909,3636,1,"skew_normal","paleosols","Schaller et al., 2012",1.94656275370374,6.67396240253373
"264",200.7,NA,NA,2013,"mean",1006,4025,1,"skew_normal","paleosols","Schaller et al., 2012",1.89759350469765,5.69808608239488
"265",200.7,NA,NA,1874,"mean",937,3748,1,"skew_normal","paleosols","Schaller et al., 2012",1.93269593757333,6.37190318604662
"266",200.7,NA,NA,2303,"mean",1152,4607,1,"skew_normal","paleosols","Schaller et al., 2012",1.82456927538954,4.55930010988101
"267",200.7,NA,NA,1992,"mean",996,3984,1,"skew_normal","paleosols","Schaller et al., 2012",1.90327260048278,5.79274808513659
"268",200.6,NA,NA,2048,"mean",1024,4096,1,"skew_normal","paleosols","Schaller et al., 2012",1.88920744549689,5.54203827910523
"269",200.6,NA,NA,1545,"mean",772,3089,1,"skew_normal","paleosols","Schaller et al., 2012",2.0127029306514,8.47138032618526
"270",200.6,NA,NA,2187,"mean",1093,4373,1,"skew_normal","paleosols","Schaller et al., 2012",1.85364514377028,4.9782191772774
"271",200.6,NA,NA,1469,"mean",735,2939,1,"skew_normal","paleosols","Schaller et al., 2012",2.03240555544143,9.09039319329286
"272",200.6,NA,NA,1697,"mean",848,3393,1,"skew_normal","paleosols","Schaller et al., 2012",1.97577050809899,7.39811072673291
"273",200.5,NA,NA,2997,"mean",1499,5995,1,"skew_normal","paleosols","Schaller et al., 2012",1.63805532506195,2.76714366744202
"274",200.5,NA,NA,2750,"mean",1375,5500,1,"skew_normal","paleosols","Schaller et al., 2012",1.70612749502947,3.2962494395126
"275",200.5,NA,NA,3395,"mean",1697,6789,1,"skew_normal","paleosols","Schaller et al., 2012",1.52184819917849,2.08779098723294
"276",200.4,NA,NA,1921,"mean",961,3843,1,"skew_normal","paleosols","Schaller et al., 2012",1.92145815582205,6.13129647200074
"277",200.4,NA,NA,2002,"mean",1001,4004,1,"skew_normal","paleosols","Schaller et al., 2012",1.90076634785954,5.74691305966974
"278",200.4,NA,NA,997,"mean",499,1995,1,"skew_normal","paleosols","Schaller et al., 2012",2.14507524239672,15.1204957923773
"279",200.4,NA,NA,1411,"mean",706,2823,1,"skew_normal","paleosols","Schaller et al., 2012",2.04640475518816,9.61096589045433
"280",200.3,NA,NA,1766,"mean",883,3532,1,"skew_normal","paleosols","Schaller et al., 2012",1.95938578093822,6.97213775770155
"281",200.3,NA,NA,1811,"mean",905,3621,1,"skew_normal","paleosols","Schaller et al., 2012",1.94779527447942,6.71425886216392
"282",200.2,NA,NA,1019,"mean",509,2037,1,"skew_normal","paleosols","Schaller et al., 2012",2.13758512960784,14.7177478979994
"283",200.2,NA,NA,610,"mean",305,1220,1,"skew_normal","paleosols","Schaller et al., 2012",2.2337918285492,27.1278123281018
"284",199.8,NA,NA,523,"mean",262,1047,1,"skew_normal","paleosols","Schaller et al., 2012",2.2563218896358,32.2835902761554
"285",199,NA,NA,1179,"mean",589,2357,1,"skew_normal","paleosols","Schaller et al., 2012",2.1000532837276,12.2191152111313
"286",127.9,129.4,126.3,393,"mean",234,551,1,"skew_normal","paleosols","Huang et al., 2012",5.51844923225929,135.055078859472
"287",137.9,139.4,136.4,174,"mean",76,272,1,"skew_normal","paleosols","Huang et al., 2012",2.71223041153053,153.183023652991
"288",143.5,145,142,232,"mean",92,372,1,"skew_normal","paleosols","Huang et al., 2012",2.2993117232908,96.8715986948482
"289",83,NA,NA,1522,"mean",761,3044,1,"skew_normal","paleosols","Hong & Lee, 2012",2.01891386730817,8.65149045398121
"290",98,NA,NA,1520,"mean",760,3040,1,"skew_normal","paleosols","Hong & Lee, 2012",2.01939684993324,8.66753650262393
"291",100.5,NA,NA,1368,"mean",684,2736,1,"skew_normal","paleosols","Hong & Lee, 2012",2.05598337058215,10.0275393465771
"292",102,NA,NA,1428,"mean",714,2856,1,"skew_normal","paleosols","Hong & Lee, 2012",2.04158432125729,9.45543649886358
"293",103.5,NA,NA,1060,"mean",530,2120,1,"skew_normal","paleosols","Hong & Lee, 2012",2.12909511983672,14.0027638581646
"294",113.5,NA,NA,449,"mean",225,898,1,"skew_normal","paleosols","Hong & Lee, 2012",2.27699017887694,38.3404985591611
"295",157.8,163.5,152.1,558,"mean",279,1115,1,"skew_normal","paleosols","Gutierrez & Sheldon, 2012",2.24834534827178,30.0750572246834
"296",5.5,6.1,4.9,222,"median",112,524,1,"skew_normal","paleosols","Cotton & Sheldon, 2012  (updated by Breecker & Retallack, 2014)",1.92626408519719,58.7450671120643
"297",50.5,50.5,50.4,684,"mean",574,807,1,"skew_normal","paleosols","Hyland & Sheldon, 2013",32.0793402899794,432.46367618655
"298",50.7,50.8,50.7,397,"mean",246,533,1,"skew_normal","paleosols","Hyland & Sheldon, 2013",6.69740884341603,165.215941983796
"299",50.9,50.9,50.8,178,"mean",109,246,1,"skew_normal","paleosols","Hyland & Sheldon, 2013",6.1957733418065,342.757337647517
"300",51.1,51.2,51.1,1285,"mean",1026,1532,1,"skew_normal","paleosols","Hyland & Sheldon, 2013",21.830462821725,148.839998342825
"301",51.2,51.3,51.2,1354,"mean",1258,1450,1,"skew_normal","paleosols","Hyland & Sheldon, 2013",169.891340518462,1084.82644865584
"302",51.4,51.4,51.3,971,"mean",834,1108,1,"skew_normal","paleosols","Hyland & Sheldon, 2013",44.6185802539361,414.867075711439
"303",51.5,51.5,51.4,1709,"mean",1436,2000,1,"skew_normal","paleosols","Hyland & Sheldon, 2013",30.2271068670081,145.707206277316
"304",51.5,51.6,51.5,1299,"mean",1067,1491,1,"skew_normal","paleosols","Hyland & Sheldon, 2013",31.1817071031063,212.600042448995
"305",51.8,51.8,51.7,903,"mean",738,1067,1,"skew_normal","paleosols","Hyland & Sheldon, 2013",26.8364051013602,270.494384930008
"306",52,52,51.9,301,"mean",219,383,1,"skew_normal","paleosols","Hyland & Sheldon, 2013",12.6186661092477,406.523183295495
"307",63.6,NA,NA,235,"mean",188,281,1,"skew_normal","paleosols","Huang et al., 2013",24.2531159291467,1009.86483749877
"308",63.7,NA,NA,212,"mean",148,276,1,"skew_normal","paleosols","Huang et al., 2013",10.3051516980703,475.670608296517
"309",64.6,NA,NA,200,"mean",144,255,1,"skew_normal","paleosols","Huang et al., 2013",12.2076199875759,599.56997744064
"310",64.7,NA,NA,289,"mean",188,390,1,"skew_normal","paleosols","Huang et al., 2013",7.55045362255922,253.646207860225
"311",64.9,NA,NA,175,"mean",127,223,1,"skew_normal","paleosols","Huang et al., 2013",12.597277388956,707.091086778295
"312",65,NA,NA,357,"mean",260,455,1,"skew_normal","paleosols","Huang et al., 2013",12.520334372667,337.632091694572
"313",65.1,NA,NA,278,"mean",200,355,1,"skew_normal","paleosols","Huang et al., 2013",12.0191675228527,421.014167197815
"314",65.2,NA,NA,360,"mean",189,532,1,"skew_normal","paleosols","Huang et al., 2013",3.89246301578802,104.080688217878
"315",65.4,NA,NA,298,"mean",196,399,1,"skew_normal","paleosols","Huang et al., 2013",7.93220546357551,258.631781283392
"316",66.5,NA,NA,492,"mean",395,588,1,"skew_normal","paleosols","Huang et al., 2013",24.1104916176349,466.383457837824
"317",68.3,NA,NA,175,"mean",102,248,1,"skew_normal","paleosols","Huang et al., 2013",5.25369531775345,294.868627546674
"318",52.8,52.9,52.7,400,"mean",275,530,1,"skew_normal","paleosols","Hyland et al., 2013",9.15990749664357,218.368180588963
"319",52.6,52.7,52.5,750,"mean",630,880,1,"skew_normal","paleosols","Hyland et al., 2013",33.0973378826284,405.24366350779
"320",51.9,52,51.8,1260,"mean",1075,1440,1,"skew_normal","paleosols","Hyland et al., 2013",40.8379648432973,283.899634099745
"321",51.8,51.9,51.7,1210,"mean",1030,1400,1,"skew_normal","paleosols","Hyland et al., 2013",37.2587539784782,269.379556759931
"322",51.1,51.2,51,725,"mean",640,800,1,"skew_normal","paleosols","Hyland et al., 2013",74.078507038182,954.749089119938
"323",135.7,145,126.3,924,"mean",462,1847,1,"skew_normal","paleosols","Mortazavi et al., 2013",2.16251853542967,16.6329460475353
"324",31.6,35.5,27.7,265,"mean",132,529,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Srivastava et al., 2013",2.30727857398514,67.5682830012941
"325",31.6,35.5,27.7,377,"mean",188,754,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Srivastava et al., 2013",2.27962585410121,46.1859497766138
"326",253.2,254.2,252.2,1325,"mean",663,2650,1,"skew_normal","paleosols","Gastaldo et al., 2014",2.06812012540835,10.4773687598545
"327",253.2,254.2,252.2,1100,"mean",550,2200,1,"skew_normal","paleosols","Gastaldo et al., 2014",2.11967223106587,13.3589919382993
"328",253.2,254.2,252.2,883,"mean",442,1766,1,"skew_normal","paleosols","Gastaldo et al., 2014",2.1735383612602,17.5787837126422
"329",6.4,NA,NA,213,"median",118,376,1,"skew_normal","paleosols","Breecker & Retallack, 2014",3.19881229418208,126.313183658957
"330",6.7,NA,NA,283,"median",154,531,1,"skew_normal","paleosols","Breecker & Retallack, 2014",2.82010979841722,79.5530068234647
"331",6.8,NA,NA,372,"median",227,663,1,"skew_normal","paleosols","Breecker & Retallack, 2014",3.62362201424977,77.8194886753788
"332",8.8,NA,NA,274,"median",173,476,1,"skew_normal","paleosols","Breecker & Retallack, 2014",4.06790289676366,121.281140581859
"333",9.1,NA,NA,197,"median",90,485,1,"skew_normal","paleosols","Breecker & Retallack, 2014",1.66683946875853,56.4416031719973
"334",12.7,NA,NA,267,"median",131,624,1,"skew_normal","paleosols","Breecker & Retallack, 2014",1.88062429936748,48.0356077462336
"335",13.7,NA,NA,101,"median",31,272,1,"skew_normal","paleosols","Breecker & Retallack, 2014",1.11991192056404,73.1333366897246
"336",17.5,NA,NA,261,"median",125,609,1,"skew_normal","paleosols","Breecker & Retallack, 2014",1.83717246246704,48.325318597028
"337",17.8,NA,NA,237,"median",73,1017,1,"skew_normal","paleosols","Breecker & Retallack, 2014",0.823593855086067,14.5370003294263
"338",18,NA,NA,160,"median",47,694,1,"skew_normal","paleosols","Breecker & Retallack, 2014",0.8054058821859,21.2278437093032
"339",18.2,NA,NA,274,"median",183,400,1,"skew_normal","paleosols","Breecker & Retallack, 2014",6.61573881705625,220.283240029672
"340",23,NA,NA,203,"median",97,493,1,"skew_normal","paleosols","Breecker & Retallack, 2014",1.76697772138655,58.2476116570098
"341",100.8,NA,NA,763,"mean",382,1526,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.20197098087733,20.9446800291752
"342",102.4,NA,NA,621,"mean",310,1242,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.22684862418582,26.5358110345709
"343",103.1,NA,NA,792,"mean",396,1584,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.19172467781589,20.0120966594783
"344",103.3,NA,NA,1052,"mean",526,2104,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.13097636323857,14.1374544915571
"345",104.6,NA,NA,1246,"mean",623,2493,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.08398454199479,11.3535629687714
"346",104.7,NA,NA,1139,"mean",570,2278,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.11268461901596,12.7860075617021
"347",104.8,NA,NA,1254,"mean",627,2509,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.08208925800772,11.2579847864658
"348",106.1,NA,NA,1399,"mean",700,2798,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.05028044623081,9.73213196076517
"349",106.4,NA,NA,1474,"mean",737,2949,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.02957708030476,9.04186186118083
"350",106.5,NA,NA,1679,"mean",840,3358,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1.98210127984902,7.51752269133105
"351",106.6,NA,NA,1497,"mean",748,2994,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.02336809736783,8.84985536356669
"352",106.9,NA,NA,1496,"mean",748,2992,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.02519793328857,8.86354418095895
"353",107.8,NA,NA,1201,"mean",600,2402,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.0937036474793,11.9170342404321
"354",108.8,NA,NA,1015,"mean",508,2030,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.14221454981393,14.8023990157319
"355",110.3,NA,NA,1065,"mean",532,2130,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.12551743014265,13.9070821623681
"356",111.1,NA,NA,1637,"mean",818,3274,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1.98956804807531,7.79179600207189
"357",111.5,NA,NA,1966,"mean",983,3933,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1.90910092658517,5.91053210085785
"358",111.8,NA,NA,1880,"mean",940,3760,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1.93120626857154,6.3406394507507
"359",112.3,NA,NA,1829,"mean",914,3658,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1.94261996717216,6.6099704420423
"360",112.7,NA,NA,1419,"mean",710,2838,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.04544662810158,9.54430031717088
"361",113.8,NA,NA,1295,"mean",648,2590,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.07533363296221,10.8041991004893
"362",114.8,NA,NA,1514,"mean",757,3029,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.0199450634815,8.70928023598989
"363",114.9,NA,NA,1426,"mean",713,2853,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.04110071457743,9.46608708998354
"364",115.3,NA,NA,1367,"mean",684,2734,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.05800345378079,10.0443163814928
"365",116.1,NA,NA,1666,"mean",833,3331,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1.98472183273967,7.60478921499687
"366",117.8,NA,NA,1364,"mean",682,2728,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.05694107306087,10.0675003856759
"367",123.3,NA,NA,736,"mean",368,1472,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.20470646626161,21.8249872464584
"368",123.6,NA,NA,607,"mean",304,1214,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.23901259524145,27.3262568405804
"369",123.7,NA,NA,824,"mean",412,1648,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.18429059921746,19.0874082239856
"370",123.8,NA,NA,1018,"mean",509,2035,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.14035241559377,14.7498400354483
"371",126.4,NA,NA,1065,"mean",532,2130,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.12551730547959,13.9070812902141
"372",126.6,NA,NA,1510,"mean",755,3019,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.02272249357443,8.75514795039871
"373",127.5,NA,NA,1704,"mean",852,3408,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1.97461000151925,7.35214484108072
"374",129.8,NA,NA,940,"mean",470,1880,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.15724433062386,16.266470365392
"375",130.2,NA,NA,1023,"mean",512,2046,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.14031284749175,14.6573802003546
"376",130.8,NA,NA,842,"mean",421,1685,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",2.17841534552308,18.5742337011491
"377",131.3,NA,NA,1910,"mean",955,3819,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1.92445142657658,6.19127985553457
"378",132,NA,NA,2562,"mean",1281,5123,1,"skew_normal; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)","paleosols","Li et al., 2014",1.757067612189,3.77318368864837
"379",201.5,NA,NA,710,"mean",449,971,1,"normal","paleosols","Schaller et al., 2015",6.5240941163115,85.3576822428126
"380",201.8,NA,NA,1189.6,"mean",730,1650,1,"normal","paleosols","Schaller et al., 2015",5.59780184509621,41.4522057311224
"381",201.8,NA,NA,1494.733333,"mean",911,2078,1,"normal","paleosols","Schaller et al., 2015",5.3111589334207,30.2402571846106
"382",201.9,NA,NA,1502,"mean",917,2087,1,"normal","paleosols","Schaller et al., 2015",5.33399233836479,30.1918821873072
"383",202.1,NA,NA,1508.866667,"mean",925,2092,1,"normal","paleosols","Schaller et al., 2015",5.4073600211635,30.4514599718836
"384",202.6,NA,NA,1064.533333,"mean",662,1467,1,"normal","paleosols","Schaller et al., 2015",5.93759817947529,49.8467530917402
"385",202.8,NA,NA,1613.266667,"mean",982,2244,1,"normal","paleosols","Schaller et al., 2015",5.22302539324121,27.1720248972716
"386",203.3,NA,NA,1486.8,"mean",907,2066,1,"normal","paleosols","Schaller et al., 2015",5.33244835570159,30.5532885723297
"387",203.5,NA,NA,1297.866667,"mean",801,1795,1,"normal","paleosols","Schaller et al., 2015",5.64678589939198,37.8673010378357
"388",203.9,NA,NA,1942.533333,"mean",1155,2730,1,"normal","paleosols","Schaller et al., 2015",4.67716776304248,19.4184683019879
"389",204.1,NA,NA,1021.333333,"mean",632,1411,1,"normal","paleosols","Schaller et al., 2015",5.85966116377961,51.5094666565863
"390",204.4,NA,NA,1854.466667,"mean",1122,2586,1,"normal","paleosols","Schaller et al., 2015",4.99070957159331,21.9436429432117
"391",204.6,NA,NA,1427.133333,"mean",872,1983,1,"normal","paleosols","Schaller et al., 2015",5.38592597497554,32.3565112223431
"392",204.6,NA,NA,1973.333333,"mean",1252,2695,1,"normal","paleosols","Schaller et al., 2015",5.7744033028172,23.4971905465003
"393",204.7,NA,NA,2023.8,"mean",1270,2778,1,"normal","paleosols","Schaller et al., 2015",5.522693856818,21.7762916108045
"394",205.9,NA,NA,2157.866667,"mean",1351,2965,1,"normal","paleosols","Schaller et al., 2015",5.39506293114014,19.6185988972447
"395",205.9,NA,NA,2103.866667,"mean",1317,2891,1,"normal","paleosols","Schaller et al., 2015",5.42625077340117,20.3772196188606
"396",207.2,NA,NA,1962.8,"mean",1246,2680,1,"normal","paleosols","Schaller et al., 2015",5.7923333584075,23.7270341697336
"397",207.3,NA,NA,2275.6,"mean",1405,3146,1,"normal","paleosols","Schaller et al., 2015",5.07744265930738,17.2506650337499
"398",207.5,NA,NA,2723.733333,"mean",1657,3790,1,"normal","paleosols","Schaller et al., 2015",4.58226460626396,12.2579021914383
"399",207.8,NA,NA,2505.333333,"mean",1539,3472,1,"normal","paleosols","Schaller et al., 2015",4.85531578081326,14.5382131939302
"400",207.9,NA,NA,2508.4,"mean",1519,3497,1,"normal","paleosols","Schaller et al., 2015",4.63842131190046,13.8720526665979
"401",208.1,NA,NA,2953.133333,"mean",1575,4331,1,"normal","paleosols","Schaller et al., 2015",3.09634041777313,7.41294866313948
"402",208.3,NA,NA,2953.133333,"mean",1764,4142,1,"normal","paleosols","Schaller et al., 2015",4.20263470459118,10.0449917155676
"403",208.4,NA,NA,2831.733333,"mean",1713,3950,1,"normal","paleosols","Schaller et al., 2015",4.43979650966198,11.2556094803862
