"","age","age_old","age_young","co2","type","co2_low","co2_high","co2_range","distribution","proxy_type","reference","shape_co2","scale_co2"
"827",19,19.2,18.8,459,"mean",321,757,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.69985688166489,94.6021507320083
"828",17.6,18,17.2,374,"mean",262,617,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.71743411936727,76.9013019660132
"829",17.6,18,17.2,341,"mean",239,563,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.7137602353956,70.2099053075361
"830",17.6,18,17.2,388,"mean",272,641,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.70858364412916,79.9997266198903
"831",17,17.5,16.4,393,"mean",275,649,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.69059123963573,81.2196086878464
"832",16.8,17.2,16.4,425,"mean",297,701,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.68916335222321,87.7462302252289
"833",16.5,17.5,15.5,393,"mean",275,649,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.69059123963573,81.2196086878464
"834",15.8,16,15.6,564,"median",414,701,1,"skew_normal","stomata","Kôrschner et al., 2008 (updated by Beerling et al., 2009)",14.592634285929,38.2124739844375
"835",15.7,16.4,15,555,"median",426,695,1,"skew_normal","stomata","Kôrschner et al., 2008 (updated by Beerling et al., 2009)",16.8414135705173,33.2874359348667
"836",15.7,16.4,15,552,"median",416,693,1,"skew_normal","stomata","Kôrschner et al., 2008 (updated by Beerling et al., 2009)",15.5182690075959,35.7394233755173
"837",15.7,16.4,15,449,"mean",314,741,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.69126678510181,92.7235007154372
"838",13.9,14.3,13.5,287,"median",262,301,1,"skew_normal","stomata","Kôrschner et al., 2008 (updated by Beerling et al., 2009)",205.764545283193,1.36809278721599
"839",13.9,14.3,13.5,293,"mean",205,483,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.71136053828775,60.2552540926535
"840",11.6,12.2,11,332,"mean",233,548,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.73370508827042,68.1336210544004
"841",72.5,83.6,72.1,559,"mean",497,819,1,"skew_normal","stomata","Quan et al., 2009",16.1854220182833,40.6619317443375
"842",73.1,83.6,72.1,568,"mean",508,836,1,"skew_normal","stomata","Quan et al., 2009",16.2712901922373,41.307892343053
"843",73.7,83.6,72.1,572,"mean",491,938,1,"skew_normal","stomata","Quan et al., 2009",9.76941932516671,73.1580450269057
"844",74.7,83.6,72.1,589,"mean",506,1020,1,"skew_normal","stomata","Quan et al., 2009",8.37731845633937,91.1092637800423
"845",75.4,83.6,72.1,593,"mean",520,979,1,"skew_normal","stomata","Quan et al., 2009",10.2104335443327,73.4263579911062
"846",75.9,83.6,72.1,695,"mean",559,3251,1,"skew_normal","stomata","Quan et al., 2009",1.57994656993564,1204.76735328336
"847",78.1,83.6,72.1,568,"mean",475,984,1,"skew_normal","stomata","Quan et al., 2009",7.78499984186723,93.7381942719911
"848",79.9,83.6,72.1,582,"mean",497,1001,1,"skew_normal","stomata","Quan et al., 2009",8.39703577560677,89.2274778955747
"849",81.5,83.6,72.1,585,"mean",483,1105,1,"skew_normal","stomata","Quan et al., 2009",6.10162703012771,130.180524420334
"850",121,123,119,867,"mean",578,1156,1,"skew_normal","stomata","Passalia, 2009",8.5613494954803,101.301960419005
"851",121,123,119,837,"mean",558,1116,1,"skew_normal","stomata","Passalia, 2009",8.5613494954803,97.796702273019
"852",121,123,119,784,"mean",523,1046,1,"skew_normal","stomata","Passalia, 2009",8.56134949548031,91.6625005175429
"853",121,123,119,573,"mean",382,764,1,"skew_normal","stomata","Passalia, 2009",8.56134949548031,66.9504305883392
"854",121,123,119,1060,"mean",707,1413,1,"skew_normal","stomata","Passalia, 2009",8.57819203150384,123.609228269086
"855",121,123,119,1060,"mean",707,1413,1,"skew_normal","stomata","Passalia, 2009",8.57819203150384,123.609228269086
"856",121,123,119,867,"mean",578,1156,1,"skew_normal","stomata","Passalia, 2009",8.5613494954803,101.301960419005
"857",121,123,119,593,"mean",395,791,1,"skew_normal","stomata","Passalia, 2009",8.5313613266143,69.5308705217132
"858",121,123,119,908,"mean",605,1211,1,"skew_normal","stomata","Passalia, 2009",8.54174758226721,106.335997613762
"859",121,123,119,782,"mean",521,1043,1,"skew_normal","stomata","Passalia, 2009",8.5385952537841,91.6139387085314
"860",121,123,119,734,"mean",489,979,1,"skew_normal","stomata","Passalia, 2009",8.53711026749192,86.005537602087
"861",121,123,119,769,"mean",513,1026,1,"skew_normal","stomata","Passalia, 2009",8.56134949548031,89.9098714445497
"862",101.8,103,100.5,974,"mean",649,1298,1,"skew_normal","stomata","Passalia, 2009",8.56134949548031,113.745626837257
"863",101.8,103,100.5,852,"mean",568,1136,1,"skew_normal","stomata","Passalia, 2009",8.5613494954803,99.5493313460122
"864",101.8,103,100.5,917,"mean",612,1223,1,"skew_normal","stomata","Passalia, 2009",8.58081217524992,106.959272956859
"865",101.8,103,100.5,954,"mean",636,1272,1,"skew_normal","stomata","Passalia, 2009",8.56134949548031,111.467209042366
"866",3.9,4.2,3.6,355,"mean",249,586,1,"skew_normal","stomata","Retallack, 2009a",5.72573461152733,72.9459435776858
"867",12,12.3,11.6,468,"mean",328,773,1,"skew_normal","stomata","Retallack, 2009a",5.70810514757032,96.4809240904808
"868",34.5,35,33.9,672,"mean",448,896,1,"skew_normal","stomata","Retallack, 2009a",8.5613494954803,78.5177824700941
"869",35.5,36,35,746,"mean",497,995,1,"skew_normal","stomata","Retallack, 2009a",8.53749939355222,87.4076377347725
"870",46.4,47.8,45,908,"mean",605,1210,1,"skew_normal","stomata","Retallack, 2009a",8.56134949548031,106.034058916087
"871",118,123,113,893,"mean",595,1190,1,"skew_normal","stomata","Retallack, 2009a",8.5613494954803,104.281429843094
"872",124.7,126.3,123,1008,"mean",672,1344,1,"skew_normal","stomata","Retallack, 2009a",8.56134949548031,117.776673705141
"873",127.9,129.5,126.3,592,"mean",395,789,1,"skew_normal","stomata","Retallack, 2009a",8.59154047423861,68.9273074656455
"874",142,143,141,813,"mean",542,1084,1,"skew_normal","stomata","Retallack, 2009a",8.5613494954803,94.9924957562299
"875",142,143,141,736,"mean",491,981,1,"skew_normal","stomata","Retallack, 2009a",8.58562151230361,85.7524994750569
"876",143.5,145,142,972,"mean",648,1296,1,"skew_normal","stomata","Retallack, 2009a",8.5613494954803,113.570363929958
"877",148,149,147,736,"mean",491,981,1,"skew_normal","stomata","Retallack, 2009a",8.58562151230361,85.7524994750569
"878",153.4,154.7,152.1,939,"mean",626,1252,1,"skew_normal","stomata","Retallack, 2009a",8.5613494954803,109.714579969373
"879",203.2,205,201.3,908,"mean",605,1210,1,"skew_normal","stomata","Retallack, 2009a",8.5613494954803,106.034058916087
"880",230.5,233,228,813,"mean",542,1084,1,"skew_normal","stomata","Retallack, 2009a",8.56134949548031,94.9924957562299
"881",233.8,237,230.5,789,"mean",526,1052,1,"skew_normal","stomata","Retallack, 2009a",8.5613494954803,92.1882892394409
"882",233.8,237,230.5,825,"mean",550,1100,1,"skew_normal","stomata","Retallack, 2009a",8.5613494954803,96.3945990146245
"883",168.8,174.1,163.5,1422,"mean",948,1896,1,"skew_normal","stomata","Yan et al., 2009",8.56134949548031,166.149236119753
"884",168.8,174.1,163.5,1373,"mean",915,1830,1,"skew_normal","stomata","Yan et al., 2009",8.5613494954803,160.365560178875
"885",168.8,174.1,163.5,1296,"mean",864,1728,1,"skew_normal","stomata","Yan et al., 2009",8.5613494954803,151.42715190661
"886",168.8,174.1,163.5,1188,"mean",792,1584,1,"skew_normal","stomata","Yan et al., 2009",8.56134949548031,138.808222581059
"887",168.8,174.1,163.5,1134,"mean",756,1512,1,"skew_normal","stomata","Yan et al., 2009",8.56134949548031,132.498757918284
"888",94.5,NA,NA,366,"mean",256,603,1,"skew_normal","stomata","Barclay et al., 2010",5.71472162818483,75.1872331389322
"889",94.4,NA,NA,381,"mean",267,628,1,"skew_normal","stomata","Barclay et al., 2010",5.73301273750287,78.0882922768005
"890",94.3,NA,NA,384,"mean",269,634,1,"skew_normal","stomata","Barclay et al., 2010",5.70719818532621,79.1427082146648
"891",94.3,NA,NA,410,"mean",287,676,1,"skew_normal","stomata","Barclay et al., 2010",5.7150856244199,84.2848582651248
"892",94.2,NA,NA,444,"mean",311,733,1,"skew_normal","stomata","Barclay et al., 2010",5.70700691507278,91.5036068587572
"893",94.1,NA,NA,457,"mean",320,753,1,"skew_normal","stomata","Barclay et al., 2010",5.72728494000307,93.7123434053215
"894",94.1,NA,NA,360,"mean",252,595,1,"skew_normal","stomata","Barclay et al., 2010",5.6847059132415,74.5283989746873
"895",94.1,NA,NA,446,"mean",313,737,1,"skew_normal","stomata","Barclay et al., 2010",5.71919729453253,91.8332988880643
"896",94.1,NA,NA,396,"mean",277,654,1,"skew_normal","stomata","Barclay et al., 2010",5.68523656983733,81.9119976126046
"897",94.1,NA,NA,448,"mean",314,740,1,"skew_normal","stomata","Barclay et al., 2010",5.70820876408906,92.360624689933
"898",94.1,NA,NA,508,"mean",355,838,1,"skew_normal","stomata","Barclay et al., 2010",5.68760557716887,104.919767828769
"899",94,NA,NA,485,"mean",340,801,1,"skew_normal","stomata","Barclay et al., 2010",5.71251040396367,99.9090172023779
"900",94,NA,NA,425,"mean",297,701,1,"skew_normal","stomata","Barclay et al., 2010",5.68916335222321,87.7462302252289
"901",94,NA,NA,466,"mean",326,769,1,"skew_normal","stomata","Barclay et al., 2010",5.69645279311001,96.1514544272927
"902",94,NA,NA,370,"mean",259,610,1,"skew_normal","stomata","Barclay et al., 2010",5.71609325512758,76.0442662737065
"903",93.9,NA,NA,431,"mean",302,711,1,"skew_normal","stomata","Barclay et al., 2010",5.72095465271327,88.5700487541326
"904",93.9,NA,NA,436,"mean",305,720,1,"skew_normal","stomata","Barclay et al., 2010",5.68711642928425,90.152567665007
"905",203.7,206,201.3,2200,"mean",1650,2750,1,"skew_normal","stomata","Bonis et al., 2010",15.4896816341756,142.05927530735
"906",201.1,201.3,200.8,1320,"mean",880,1760,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.56134949548031,154.231358423399
"907",201.1,201.3,200.8,1140,"mean",760,1520,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.5613494954803,133.199809547481
"908",201.1,201.3,200.8,2792,"mean",1861,3722,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.56134949548031,326.164270484029
"909",201.3,201.8,200.8,2152,"mean",1435,2869,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.56963959303047,251.200556553317
"910",201.6,201.8,201.3,1445,"mean",964,1927,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.57369564548871,168.651759587309
"911",201.6,201.8,201.3,1092,"mean",728,1456,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.56134949548031,127.591396513903
"912",201.6,201.8,201.3,1195,"mean",797,1593,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.57628693270292,139.382874736949
"913",201.6,201.8,201.3,1236,"mean",824,1648,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.56134949548031,144.416635614637
"914",201.6,201.8,201.3,1113,"mean",742,1484,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.5613494954803,130.045077216093
"915",201.1,201.3,200.8,1469,"mean",979,1958,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.56134949548031,171.582386246032
"916",201.3,201.8,200.8,1604,"mean",1069,2139,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.55024521872257,187.657918453292
"917",201.6,201.8,201.3,1761,"mean",1174,2348,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.56134949548031,205.758653169398
"918",201.6,201.8,201.3,1600,"mean",1067,2133,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.57250235430254,186.703829517845
"919",201.6,201.8,201.3,1459,"mean",973,1946,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.56134949548031,170.530808802236
"920",201.6,201.8,201.3,881,"mean",587,1174,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.56134949548031,102.879326584699
"921",201.6,201.8,201.3,1206,"mean",804,1608,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.5613494954803,140.911377468651
"922",201.6,201.8,201.3,1122,"mean",748,1497,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",8.54548834791522,131.398563344882
"923",3.1,3.6,2.6,357,"median",333,376,1,"skew_normal; reported distribution is normal","stomata","Stults et al., 2011",268.53436350308,1.32014697169365
"924",8.5,11.6,5.3,360,"mean",252,594,1,"skew_normal; reported distribution is normal","stomata","Stults et al., 2011",5.70578218462494,74.165393044742
"925",47.4,48,46.8,943,"mean",853,1033,1,"skew_normal","stomata","Grein et al., 2011",108.24277771838,8.71218854818855
"926",85,86.3,83.6,660,"mean",542,1896,1,"skew_normal","stomata","Wan et al., 2011",2.84002838406991,429.355298498318
"927",85,86.3,83.6,531,"mean",473,733,1,"skew_normal","stomata","Wan et al., 2011",20.9458545592961,28.7930749245779
"928",85,86.3,83.6,565,"mean",512,795,1,"skew_normal","stomata","Wan et al., 2011",20.7619225904972,31.4809177436649
"929",35.9,37.8,33.9,450,"mean",259,640,1,"skew_normal","stomata","Roth-Nebelsick et al., 2012",5.15827628420511,87.1780905621749
"930",30.8,32,29.5,671,"mean",503,839,1,"skew_normal","stomata","Erdei et al., 2012",15.4426027112087,43.4601936157169
"931",27,27.1,26.3,395,"mean",273,516,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",10.0886927621364,39.1144967743477
"932",25,25.25,23,453,"mean",287,619,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",7.02265778452603,64.5291606513346
"933",24,25.25,23,434,"mean",257,611,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",5.59966862446108,77.5362513819922
"934",17.4,17.6,17.2,402,"mean",238,566,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",5.59598032281899,71.86663597163
"935",33,33.9,32,383,"mean",240,527,1,"skew_normal","stomata","Roth-Nebelsick et al., 2014",6.72044884628461,57.0860875342329
"936",409.2,410.8,407.6,1548,"median",1092,2540,1,"skew_normal","stomata","Franks et al., 2014",5.87684335586724,309.133267286081
"937",317.5,318,317,332,"median",239,471,1,"skew_normal","stomata","Franks et al., 2014",8.92354034536773,39.7949753850961
"938",311.1,323.2,298.9,340,"median",237,488,1,"skew_normal","stomata","Franks et al., 2014",7.91066945826228,45.8398485702371
"939",316.5,318,315,388,"median",272,567,1,"skew_normal","stomata","Franks et al., 2014",7.65862029632804,54.7939794350518
"940",277.2,282,272.3,498,"median",364,707,1,"skew_normal","stomata","Franks et al., 2014",9.30377731365488,57.5749183601628
"941",219.2,237,201.3,889,"median",685,1203,1,"skew_normal","stomata","Franks et al., 2014",12.8027062186948,73.7521699498981
"942",226.5,237,216,615,"median",441,877,1,"skew_normal","stomata","Franks et al., 2014",8.69816599151412,75.787435116407
"943",131.6,133.9,129.3,513,"median",370,736,1,"skew_normal","stomata","Franks et al., 2014",8.69171317682173,63.6442687483721
"944",106.8,113,100.5,828,"median",651,1070,1,"skew_normal","stomata","Franks et al., 2014",16.3511474292309,52.6366252942755
"945",106.8,113,100.5,662,"median",523,861,1,"skew_normal","stomata","Franks et al., 2014",16.2478957869401,42.5985511992706
"946",106.8,113,100.5,734,"median",580,948,1,"skew_normal","stomata","Franks et al., 2014",16.7170291920185,45.7107193401566
"947",48,52,44,636,"median",576,708,1,"skew_normal","stomata","Franks et al., 2014",93.2462438156465,6.88526187448835
"948",40.9,47.8,33.9,356,"median",261,486,1,"skew_normal","stomata","Franks et al., 2014",10.5638280062377,35.3663882044035
"949",24.9,33.9,16,389,"median",283,549,1,"skew_normal","stomata","Franks et al., 2014",9.33701584830463,44.5674784867111
"950",12.8,23,2.6,434,"median",340,560,1,"skew_normal","stomata","Franks et al., 2014",16.217401460628,27.7534669394971
"951",42.9,47.9,37.8,424,"median",385,467,1,"skew_normal","stomata","Maxbauer et al., 2014",106.436293361209,4.00253004038188
"952",186.8,190.8,182.7,809,"mean",540,1079,1,"skew_normal","stomata","Steinthorsdottir and Vajda, 2015",8.5834136103834,94.3403643533238
"953",13.8,16,11.6,334,"mean",234,551,1,"skew_normal","stomata","Wang et al, 2015",5.71883161946775,68.6607141994366
"954",9.5,10,9,351,"mean",246,579,1,"skew_normal","stomata","Wang et al, 2015",5.72442005117761,72.0888928722244
"955",2.9,3,2.8,280,"mean",196,462,1,"skew_normal","stomata","Wang et al, 2015",5.70578218462494,57.6841945903549
"956",2.7,2.7,2.6,279,"mean",195,460,1,"skew_normal","stomata","Wang et al, 2015",5.69603489607628,57.5194739141183
"957",2.6,NA,NA,285,"mean",200,470,1,"skew_normal","stomata","Wang et al, 2015",5.7441238665206,58.3440626736627
"958",1.9,NA,NA,280,"mean",196,462,1,"skew_normal","stomata","Wang et al, 2015",5.70578218462494,57.6841945903549
"959",1,NA,NA,278,"mean",195,459,1,"skew_normal","stomata","Wang et al, 2015",5.72341331191991,57.1568850918031
"960",97.2,100.5,93.9,1028,"mean",685,1370,1,"skew_normal","stomata","Mays et al, 2015",8.5613494954803,120.055091500032
"961",117,123,111,796,"mean",531,1060,1,"skew_normal","stomata","Du et al, 2016",8.60634056244929,92.4617569862721
"962",121,125.1,116.8,824,"mean",549,1098,1,"skew_normal","stomata","Du et al, 2016",8.5613494954803,96.2193361073251
"963",121,125.1,116.8,839,"mean",559,1119,1,"skew_normal","stomata","Du et al, 2016",8.54013837788468,98.2739167953376
"964",112.6,115.2,110,856,"mean",571,1142,1,"skew_normal","stomata","Du et al, 2016",8.56134949548031,100.07512006791
"965",112.6,115.2,110,846,"mean",564,1128,1,"skew_normal","stomata","Du et al, 2016",8.5613494954803,98.8482797168149
"966",23.5,24,23,476,"mean",352,600,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",14.2387349530842,33.4373199665332
"967",26.5,27,26,429,"mean",317,541,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",14.1753528326724,30.2705061498326
"968",33.5,33.9,33,409,"mean",303,516,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",14.2870950353744,28.6685427813254
"969",34.5,35,33.9,410,"mean",303,517,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",14.1861076648316,28.9079179293056
"970",36,36.5,35.5,365,"mean",270,460,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",14.2645412972002,25.5935673825417
"971",204.9,208.5,201.3,1472,"mean",981,1962,1,"skew_normal","stomata","Wu et al., 2016",8.56134949548031,171.93291206063
"972",171.2,174.1,168.3,990,"mean",660,1320,1,"skew_normal","stomata","Wu et al., 2016",8.56134949548031,115.673518817549
"973",171.2,174.1,168.3,954,"mean",636,1272,1,"skew_normal","stomata","Wu et al., 2016",8.56134949538509,111.467209043626
"974",60,62,58,322,"mean",275,645,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",5.76879770672301,79.7715215421394
"975",65.5,66,65,418,"mean",363,836,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",6.00991515254174,99.791416183001
"976",65.9,66,65.8,429,"mean",365,858,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",5.74042451487594,106.568328171292
"977",67,68,66,649,"mean",555,1297,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",5.81561914219303,159.290474405943
"978",23,23,23,516,"median",405,627,1,"skew_normal","stomata","Reichgelt et al., 2016",21.0394404048309,24.5292383742282
"979",23,23,22.9,425,"median",372,478,1,"skew_normal","stomata","Reichgelt et al., 2016",63.2632303864169,6.71834085984754
"980",28.5,33.9,23,390,"mean",265,715,1,"skew_normal","stomata","Sun et al., 2017",4.33830252523969,112.996090699287
"981",32.98,NA,NA,550,"median",455,645,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",32.8177096986029,16.7610068699133
"982",33.17,NA,NA,710,"median",595,825,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",37.3664640342548,19.0027650568784
"983",33.33,NA,NA,890,"median",745,1035,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",36.9283221325931,24.1030130211423
"984",33.47,NA,NA,930,"median",770,1090,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",33.0819333825206,28.1149560537972
"985",33.59,NA,NA,690,"median",575,805,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",35.2724952344486,19.5639079975421
"986",33.96,NA,NA,870,"median",720,1020,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",32.9383675830328,26.4157355566793
"987",34.21,NA,NA,960,"median",795,1125,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",33.1472926974485,28.9646596464037
"988",34.42,NA,NA,940,"median",760,1120,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",26.6395997294784,35.2903163367668
"989",34.63,NA,NA,810,"median",655,965,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",26.6766394972051,30.3675126775791
"990",0,NA,NA,266,"mean",254,279,1,"normal","boron","Seki et al., 2010",449.191294534627,0.593293278861555
"991",0.46,NA,NA,293,"mean",281,306,1,"normal","boron","Seki et al., 2010",544.889708806988,0.5386447429556
"992",0.9,NA,NA,278,"mean",265,290,1,"normal","boron","Seki et al., 2010",487.065589524999,0.569742753980306
"993",1.5,NA,NA,279,"mean",266,291,1,"normal","boron","Seki et al., 2010",490.584658234801,0.567694236290858
"994",2.11,NA,NA,274,"mean",262,287,1,"normal","boron","Seki et al., 2010",476.584334383137,0.575978044640771
"995",2.59,NA,NA,258,"mean",246,271,1,"normal","boron","Seki et al., 2010",422.608398371856,0.611682691970622
"996",2.79,NA,NA,283,"mean",270,295,1,"normal","boron","Seki et al., 2010",504.78751805966,0.559645481510647
"997",2.89,NA,NA,399,"mean",386,411,1,"normal","boron","Seki et al., 2010",1004.77364579687,0.396608191285628
"998",2.99,NA,NA,402,"mean",389,414,1,"normal","boron","Seki et al., 2010",1019.96386531173,0.393642815305975
"999",3.05,NA,NA,428,"mean",415,440,1,"normal","boron","Seki et al., 2010",1156.38469323507,0.369687840208304
"1000",3.17,NA,NA,336,"mean",324,349,1,"normal","boron","Seki et al., 2010",716.349340205419,0.469745286158826
"1001",3.5,NA,NA,366,"mean",354,379,1,"normal","boron","Seki et al., 2010",849.833403560245,0.431262861174302
"1002",1.98,NA,NA,219,"mean",196,245,1,"skew_normal","boron","Bartoli et al., 2011",79.7767648265962,2.76408702825142
"1003",2.03,NA,NA,262,"mean",236,291,1,"skew_normal","boron","Bartoli et al., 2011",90.4686588429574,2.91272680029343
"1004",2.08,NA,NA,246,"mean",221,274,1,"skew_normal","boron","Bartoli et al., 2011",85.936563488536,2.88015190590376
"1005",2.16,NA,NA,221,"mean",198,247,1,"skew_normal","boron","Bartoli et al., 2011",81.236524722022,2.73903686018875
"1006",2.17,NA,NA,383,"mean",348,423,1,"skew_normal","boron","Bartoli et al., 2011",104.182691957177,3.70035902144839
"1007",2.2,NA,NA,386,"mean",351,427,1,"skew_normal","boron","Bartoli et al., 2011",103.307007142928,3.76560707869766
"1008",2.3,NA,NA,238,"mean",214,265,1,"skew_normal","boron","Bartoli et al., 2011",86.9097593893227,2.75584600084182
"1009",2.5,NA,NA,367,"mean",334,407,1,"skew_normal","boron","Bartoli et al., 2011",101.569873805888,3.64786480216652
"1010",2.56,NA,NA,310,"mean",281,344,1,"skew_normal","boron","Bartoli et al., 2011",97.0034561012572,3.22165446801897
"1011",2.6,NA,NA,203,"mean",181,227,1,"skew_normal","boron","Bartoli et al., 2011",77.4716762175072,2.63334232609855
"1012",2.69,NA,NA,194,"mean",172,217,1,"skew_normal","boron","Bartoli et al., 2011",73.5724179228067,2.64378245539026
"1013",2.7,NA,NA,358,"mean",325,396,1,"skew_normal","boron","Bartoli et al., 2011",101.655112117933,3.54643061410413
"1014",2.71,NA,NA,314,"mean",285,348,1,"skew_normal","boron","Bartoli et al., 2011",99.5111069696693,3.1806648109895
"1015",2.71,NA,NA,238,"mean",214,266,1,"skew_normal","boron","Bartoli et al., 2011",83.9374278411981,2.85939517815762
"1016",2.71,NA,NA,334,"mean",303,370,1,"skew_normal","boron","Bartoli et al., 2011",99.4546165203065,3.38357554425664
"1017",2.75,NA,NA,300,"mean",271,333,1,"skew_normal","boron","Bartoli et al., 2011",93.5285640239313,3.22908448649342
"1018",2.77,NA,NA,404,"mean",367,446,1,"skew_normal","boron","Bartoli et al., 2011",104.409308145469,3.89346571983746
"1019",2.78,NA,NA,418,"mean",381,462,1,"skew_normal","boron","Bartoli et al., 2011",106.789311561702,3.94715778450599
"1020",2.78,NA,NA,316,"mean",286,350,1,"skew_normal","boron","Bartoli et al., 2011",97.3346669050865,3.26719958046861
"1021",2.8,NA,NA,314,"mean",285,349,1,"skew_normal","boron","Bartoli et al., 2011",96.721397313395,3.27757691143277
"1022",2.92,NA,NA,241,"mean",217,269,1,"skew_normal","boron","Bartoli et al., 2011",86.0572568652215,2.82381944008295
"1023",3,NA,NA,354,"mean",321,392,1,"skew_normal","boron","Bartoli et al., 2011",99.4045045770243,3.58648676657662
"1024",3.07,NA,NA,265,"mean",239,294,1,"skew_normal","boron","Bartoli et al., 2011",92.5479246268206,2.87970124467435
"1025",3.08,NA,NA,411,"mean",374,454,1,"skew_normal","boron","Bartoli et al., 2011",105.610843277244,3.92018611923109
"1026",3.1,NA,NA,249,"mean",224,277,1,"skew_normal","boron","Bartoli et al., 2011",88.0405245879423,2.84539692762245
"1027",3.16,NA,NA,233,"mean",209,260,1,"skew_normal","boron","Bartoli et al., 2011",83.3052420826566,2.81507032850779
"1028",3.22,NA,NA,242,"mean",218,270,1,"skew_normal","boron","Bartoli et al., 2011",86.7697180387084,2.81215751898915
"1029",3.24,NA,NA,330,"mean",300,366,1,"skew_normal","boron","Bartoli et al., 2011",100.373277408658,3.3177353732748
"1030",3.26,NA,NA,252,"mean",226,280,1,"skew_normal","boron","Bartoli et al., 2011",86.5055023929488,2.9247910520058
"1031",3.32,NA,NA,274,"mean",247,304,1,"skew_normal","boron","Bartoli et al., 2011",92.0838314444186,2.99195605308554
"1032",3.4,NA,NA,255,"mean",230,284,1,"skew_normal","boron","Bartoli et al., 2011",89.2729625169212,2.87892722510906
"1033",3.41,NA,NA,251,"mean",226,279,1,"skew_normal","boron","Bartoli et al., 2011",89.4572472784301,2.82269092802097
"1034",3.47,NA,NA,292,"mean",264,324,1,"skew_normal","boron","Bartoli et al., 2011",94.6507280934369,3.10627505509208
"1035",3.54,NA,NA,329,"mean",299,365,1,"skew_normal","boron","Bartoli et al., 2011",99.769368918035,3.32779500727838
"1036",3.59,NA,NA,282,"mean",255,314,1,"skew_normal","boron","Bartoli et al., 2011",91.652249026659,3.10424657505351
"1037",3.72,NA,NA,310,"mean",281,344,1,"skew_normal","boron","Bartoli et al., 2011",97.0034561012572,3.22165446801897
"1038",3.79,NA,NA,288,"mean",260,319,1,"skew_normal","boron","Bartoli et al., 2011",94.9137381080389,3.05025384272946
"1039",3.87,NA,NA,408,"mean",371,451,1,"skew_normal","boron","Bartoli et al., 2011",104.081051992723,3.94898258453301
"1040",3.96,NA,NA,295,"mean",266,327,1,"skew_normal","boron","Bartoli et al., 2011",93.131586033752,3.18379062841834
